Date,AGG,BND,GLD,IAU,ITOT,IVV,IWM,QQQ,QQQM,SPY,VOO,VTI,VTWO
2020-11-20,99.3443603515625,73.78704833984375,175.69000244140625,35.7400016784668,75.10816955566406,328.858154296875,165.70977783203125,280.6203918457031,115.19915008544922,328.5382995605469,300.8325500488281,169.04843139648438,66.2950668334961
2020-11-23,99.31917572021484,73.7286376953125,172.22999572753906,35.0,75.71837615966797,330.83154296875,168.8092041015625,280.6301574707031,115.1123046875,330.50775146484375,302.6109619140625,170.4323272705078,67.63726043701172
2020-11-24,99.1847915649414,73.6534652709961,169.58999633789062,34.47999954223633,76.89250946044922,336.1246032714844,171.9833984375,284.5729675292969,116.79122924804688,335.83331298828125,307.51275634765625,173.07093811035156,68.93778228759766
2020-11-25,99.15119934082031,73.62010192871094,169.50999450683594,34.459999084472656,76.84628295898438,335.6451110839844,171.3952178955078,286.32220458984375,117.4463882446289,335.3157043457031,307.0060729980469,173.00640869140625,68.6277084350586
2020-11-27,99.31917572021484,73.77875518798828,167.7899932861328,34.08000183105469,77.13287353515625,336.55792236328125,172.1234588623047,288.9602966308594,118.44120025634766,336.2494812011719,307.88140869140625,173.61529541015625,68.91001892089844
2020-11-30,99.45352935791016,73.8789291381836,166.6699981689453,33.900001525878906,76.67060852050781,335.0270690917969,168.99594116210938,289.5498962402344,118.69208526611328,334.76092529296875,306.4993591308594,172.24984741210938,67.74834442138672
2020-12-01,99.13892364501953,73.65562438964844,170.17999267578125,34.58000183105469,77.48419189453125,338.7156677246094,170.56436157226562,293.2608642578125,120.34204864501953,338.4223327636719,309.87158203125,174.43641662597656,68.22966003417969
2020-12-02,99.02951049804688,73.53020477294922,171.4600067138672,34.84000015258789,77.58589935302734,339.4349670410156,170.74172973632812,293.6377868652344,120.45784759521484,339.1341857910156,310.52587890625,174.58401489257812,68.40555572509766
2020-12-03,99.19781494140625,73.67237854003906,172.80999755859375,35.119998931884766,77.7245864868164,339.3704528808594,171.70330810546875,294.05322265625,120.63150787353516,339.0417785644531,310.4336242675781,174.93460083007812,68.8035659790039
2020-12-04,98.92857360839844,73.48006439208984,172.32000732421875,35.040000915527344,78.50116729736328,342.2842712402344,175.6990203857422,295.25164794921875,121.04641723632812,341.9635925292969,313.1058044433594,176.6875457763672,70.39105987548828
2020-12-07,99.08000946044922,73.58038330078125,174.88999938964844,35.540000915527344,78.43647766113281,341.6479797363281,175.86703491210938,296.9234619140625,121.41307067871094,341.2608337402344,312.5252685546875,176.4938507080078,70.36328887939453
2020-12-08,99.08842468261719,73.60543060302734,175.5,35.65999984741211,78.76004791259766,342.5977783203125,178.12632751464844,297.928466796875,122.16087341308594,342.25946044921875,313.4282531738281,177.2595672607422,71.34910583496094
2020-12-09,98.94539642333984,73.48006439208984,172.5,35.099998474121094,77.91873168945312,339.6009521484375,176.82862854003906,291.1830749511719,119.50257110595703,339.1897277832031,310.6456298828125,175.5158233642578,70.81221771240234
2020-12-10,99.18936157226562,73.63054656982422,172.1699981689453,35.0,78.06663513183594,339.41650390625,178.53709411621094,292.35235595703125,119.89820861816406,339.0787658691406,310.4981994628906,175.774169921875,71.50183868408203
2020-12-11,99.29875946044922,73.74761962890625,172.49000549316406,35.08000183105469,77.9834213256836,338.9923400878906,177.65953063964844,291.7049560546875,119.61837768554688,338.68115234375,310.1019287109375,175.4604949951172,71.1408462524414
2020-12-14,99.23986053466797,73.7225341796875,171.5399932861328,34.880001068115234,77.74393463134766,337.45489501953125,177.86740112304688,293.8213806152344,120.5060806274414,337.164794921875,308.6830139160156,174.96231079101562,71.23340606689453
2020-12-15,99.29875946044922,73.75598907470703,173.94000244140625,35.380001068115234,78.8393325805664,342.0487060546875,182.3157196044922,296.9621276855469,121.7990493774414,341.72308349609375,312.94921875,177.3610382080078,73.10784149169922
2020-12-16,99.25667572021484,73.68070220947266,174.89999389648438,35.560001373291016,78.93213653564453,342.59521484375,181.6602020263672,298.5953369140625,122.45518493652344,342.25946044921875,313.4282531738281,177.6101837158203,72.77460479736328
2020-12-17,99.25247955322266,73.69745635986328,176.74000549316406,35.939998626708984,79.51696014404297,344.5030517578125,183.82351684570312,300.54742431640625,123.27535247802734,344.17333984375,315.1329040527344,179.0032958984375,73.61597442626953
2020-12-18,99.20191955566406,73.67237854003906,176.44000244140625,35.86000061035156,79.33131408691406,343.1415710449219,182.93380737304688,299.6390686035156,122.95692443847656,342.799072265625,313.87060546875,178.49586486816406,73.11394500732422
2020-12-21,99.20191955566406,73.68070220947266,175.8800048828125,35.779998779296875,79.12708282470703,342.01171875,182.84019470214844,299.0784912109375,122.63410186767578,341.57342529296875,312.9030456542969,177.97918701171875,73.20226287841797
2020-12-22,99.34512329101562,73.79776763916016,174.49000549316406,35.52000045776367,79.14566040039062,341.3541259765625,184.91920471191406,299.8916931152344,122.97238159179688,340.9977111816406,312.2860107421875,178.01611328125,74.07616424560547
2020-12-23,99.2777328491211,73.71475219726562,175.64999389648438,35.720001220703125,79.22920989990234,341.65045166015625,186.49249267578125,298.38140869140625,122.41184997558594,341.30413818359375,312.53570556640625,178.32057189941406,74.72692108154297
2020-12-24,99.37036895751953,73.8405990600586,176.35000610351562,35.84000015258789,79.39629364013672,342.9748840332031,186.3707275390625,299.6980285644531,122.924072265625,342.6319580078125,313.7846984863281,178.61886596679688,74.67113494873047
2020-12-28,99.38721466064453,73.81539916992188,175.7100067138672,35.7400016784668,79.81402587890625,345.9572448730469,185.67774963378906,302.71868896484375,124.17076873779297,345.57537841796875,316.5140380859375,179.74896240234375,74.3829345703125
2020-12-29,99.40406799316406,73.8405990600586,176.35000610351562,35.81999969482422,79.51696014404297,345.2903137207031,182.0815887451172,302.98968505859375,124.31576538085938,344.9161071777344,315.84796142578125,178.9986572265625,72.88616180419922
2020-12-30,99.46300506591797,73.89095306396484,177.6999969482422,36.099998474121094,79.7118911743164,345.7442321777344,183.93588256835938,302.9993896484375,124.2191162109375,345.4082946777344,316.2735595703125,179.4803466796875,73.66710662841797
2020-12-31,99.53880310058594,73.99163055419922,178.36000061035156,36.2599983215332,80.03682708740234,347.6800231933594,183.6080780029297,303.7449035644531,124.58635711669922,347.16314697265625,317.9758605957031,180.3048095703125,73.5694808959961
2021-01-04,99.41249084472656,73.89095306396484,182.3300018310547,37.099998474121094,79.01570892333984,342.89154052734375,181.2106475830078,299.45599365234375,122.8177261352539,342.43695068359375,313.6644287109375,177.73883056640625,72.5003662109375
2021-01-05,99.31143951416016,73.76508331298828,182.8699951171875,37.18000030517578,79.60980987548828,345.16070556640625,184.0107879638672,301.9248046875,123.79869079589844,344.79541015625,315.7276611328125,179.17469787597656,73.67173767089844
2021-01-06,98.8229751586914,73.43787384033203,179.89999389648438,36.599998474121094,80.33387756347656,347.2445983886719,191.54019165039062,297.74237060546875,122.0929183959961,346.8567810058594,317.642822265625,180.7864990234375,76.72569274902344
2021-01-07,98.72190856933594,73.28683471679688,179.47999572753906,36.47999954223633,81.55918884277344,352.385009765625,194.9490203857422,304.94537353515625,125.11792755126953,352.0102233886719,322.38897705078125,183.68601989746094,78.11556243896484
2021-01-08,98.60398864746094,73.21973419189453,173.33999633789062,35.2599983215332,81.9490737915039,354.394775390625,194.5275421142578,308.8663330078125,126.7415542602539,354.0158996582031,324.2023620605469,184.5752716064453,77.93429565429688
2021-01-11,98.4439697265625,73.14421081542969,173.0,35.15999984741211,81.51277160644531,352.0793151855469,194.3590087890625,304.40325927734375,124.84729766845703,351.62945556640625,322.0836486816406,183.47293090820312,77.80411529541016
2021-01-12,98.52814483642578,73.12743377685547,174.1199951171875,35.36000061035156,81.75411987304688,352.1348571777344,197.84274291992188,303.9191589355469,124.80866241455078,351.70379638671875,322.1114196777344,184.121337890625,79.26836395263672
2021-01-13,98.83979034423828,73.3204116821289,173.3699951171875,35.2400016784668,81.82840728759766,353.0240478515625,196.42864990234375,305.9716491699219,125.48518371582031,352.6509094238281,322.9163513183594,184.32516479492188,78.7012710571289
2021-01-14,98.64608001708984,73.22811889648438,173.27999877929688,35.220001220703125,81.81909942626953,351.8013916015625,200.35255432128906,304.3355712890625,124.80866241455078,351.41583251953125,321.82464599609375,184.14918518066406,80.22591400146484
2021-01-15,98.74712371826172,73.28683471679688,171.1300048828125,34.79999923706055,81.13217163085938,349.2637023925781,197.3651123046875,301.9248046875,123.80354309082031,348.8531799316406,319.5301513671875,182.546630859375,79.0126953125
2021-01-19,98.88188171386719,73.38753509521484,172.5800018310547,35.099998474121094,81.81909942626953,351.9959411621094,199.89370727539062,306.329833984375,125.66881561279297,351.5923156738281,322.05596923828125,184.21397399902344,80.0539321899414
2021-01-20,98.89031982421875,73.3791732788086,175.38999938964844,35.65999984741211,82.8309555053711,356.8398742675781,200.77398681640625,313.455322265625,128.6068572998047,356.4580078125,326.4320068359375,186.5391845703125,80.48159790039062
2021-01-21,98.74712371826172,73.27845001220703,175.27999877929688,35.63999938964844,82.7567138671875,357.1546936035156,199.03207397460938,315.96282958984375,129.650634765625,356.7828369140625,326.7372741699219,186.40020751953125,79.76107788085938
2021-01-22,98.74712371826172,73.31202697753906,173.89999389648438,35.380001068115234,82.66385650634766,355.94146728515625,201.34524536132812,315.05279541015625,129.2930145263672,355.52008056640625,325.5716247558594,186.0945281982422,80.7000503540039
2021-01-25,98.99980163574219,73.47985076904297,174.0500030517578,35.380001068115234,82.93305969238281,357.3585510253906,201.1485595703125,317.65704345703125,130.11456298828125,356.92218017578125,326.89453125,186.62254333496094,80.5280532836914
2021-01-26,98.96614074707031,73.47142791748047,173.6199951171875,35.29999923706055,82.65460205078125,356.83050537109375,199.75318908691406,318.1217956542969,130.5107879638672,356.3650207519531,326.4042053222656,185.94630432128906,80.04463195800781
2021-01-27,98.9745101928711,73.47142791748047,172.52000427246094,35.099998474121094,80.59378051757812,348.1245422363281,196.09153747558594,309.25360107421875,127.0411376953125,347.6553649902344,318.48468017578125,181.48129272460938,78.51067352294922
2021-01-28,98.90717315673828,73.41270446777344,172.67999267578125,35.099998474121094,81.32711791992188,351.0697937011719,195.46409606933594,311.0834045410156,127.65001678466797,350.645263671875,321.158447265625,182.9078826904297,78.42699432373047
2021-01-29,98.79768371582031,73.35397338867188,172.61000061035156,35.099998474121094,79.82331848144531,344.09552001953125,192.5047607421875,304.5386657714844,125.03095245361328,343.62542724609375,314.7284240722656,179.7026824951172,77.16264343261719
2021-02-01,98.89216613769531,73.37833404541016,174.22999572753906,35.41999816894531,81.19717407226562,349.7267761230469,197.23403930664062,312.14837646484375,128.09458923339844,349.34527587890625,319.9002380371094,182.7689208984375,79.09172058105469
2021-02-02,98.74028778076172,73.2859115600586,172.11000061035156,34.97999954223633,82.32039642333984,354.6911315917969,200.04351806640625,317.2408142089844,130.19671630859375,354.28509521484375,324.4984436035156,185.39047241210938,80.06787872314453
2021-02-03,98.6221923828125,73.15985870361328,171.85000610351562,34.91999816894531,82.47819519042969,354.96905517578125,200.64285278320312,315.9823303222656,129.71826171875,354.5635986328125,324.8221435546875,185.66836547851562,80.3467788696289
2021-02-04,98.58003234863281,73.17668151855469,168.14999389648438,34.18000030517578,83.44361877441406,358.9886169433594,204.7353057861328,319.71923828125,131.10028076171875,358.593505859375,328.4581298828125,188.0212860107422,81.98297882080078
2021-02-05,98.45347595214844,73.0758285522461,169.80999755859375,34.540000915527344,83.94487762451172,360.3963928222656,207.5728759765625,320.80352783203125,131.6222381591797,360.0049133300781,329.7719421386719,189.07733154296875,83.23806762695312
2021-02-08,98.55474090576172,73.15985870361328,171.52000427246094,34.900001525878906,84.68750762939453,363.1101989746094,212.87339782714844,322.952880859375,132.44371032714844,362.6048583984375,332.2052307128906,190.7725830078125,85.32981872558594
2021-02-09,98.596923828125,73.12623596191406,172.0800018310547,34.97999954223633,84.78034210205078,362.80450439453125,213.87539672851562,322.8851013183594,132.41470336914062,362.3634033203125,331.9368591308594,190.8466796875,85.73423767089844
2021-02-10,98.6896743774414,73.24388122558594,172.7100067138672,35.13999938964844,84.75249481201172,362.6562805175781,212.47071838378906,322.1492614746094,132.08609008789062,362.2055969238281,331.8072814941406,190.76333618164062,85.17176055908203
2021-02-11,98.57159423828125,73.16825866699219,171.2100067138672,34.81999969482422,84.94742584228516,363.2676086425781,212.2272186279297,323.92095947265625,132.829345703125,362.7905578613281,332.3439025878906,191.21722412109375,85.0927505493164
2021-02-12,98.34384155273438,72.97498321533203,170.69000244140625,34.720001220703125,85.30017852783203,365.08294677734375,212.82656860351562,325.7313537597656,133.6517333984375,364.5826721191406,334.03704833984375,192.20838928222656,85.32049560546875
2021-02-16,97.87987518310547,72.63043212890625,168.24000549316406,34.20000076293945,85.23522186279297,364.7957458496094,211.4873809814453,324.8503723144531,133.2845001220703,364.2669677734375,333.72247314453125,191.86566162109375,84.7719955444336
2021-02-17,98.07389068603516,72.78169250488281,166.3300018310547,33.84000015258789,85.1052474975586,364.8421325683594,209.82980346679688,323.29168701171875,132.62730407714844,364.3504943847656,333.7965087890625,191.4673309326172,84.14448547363281
2021-02-18,98.02328491210938,72.73969268798828,166.32000732421875,33.81999969482422,84.61326599121094,363.29541015625,206.5802001953125,321.8782958984375,132.0667724609375,362.79986572265625,332.3717041015625,190.36500549316406,82.81040954589844
2021-02-19,97.71961212158203,72.48756408691406,167.00999450683594,33.959999084472656,84.75249481201172,362.6099548339844,210.8880157470703,320.47442626953125,131.3999481201172,362.15911865234375,331.76104736328125,190.8003692626953,84.43268585205078
2021-02-22,97.4158935546875,72.28589630126953,169.50999450683594,34.459999084472656,83.96345520019531,359.8499755859375,209.52076721191406,312.16778564453125,128.10427856445312,359.3735656738281,329.1520690917969,188.9847412109375,83.9910888671875
2021-02-23,97.44120788574219,72.26909637451172,169.1199951171875,34.400001525878906,83.88920593261719,360.2296447753906,207.67587280273438,311.2383728027344,127.72735595703125,359.8099670410156,329.5683898925781,188.9569091796875,83.26128387451172
2021-02-24,97.407470703125,72.22705841064453,169.0,34.36000061035156,84.8917465209961,364.1845397949219,212.5831298828125,313.8039245605469,128.77114868164062,363.7748107910156,333.21356201171875,191.0782470703125,85.1624755859375
2021-02-25,96.5132827758789,71.59680938720703,165.82000732421875,33.720001220703125,82.64527893066406,355.4505615234375,204.72593688964844,302.86383056640625,124.2191162109375,355.0093994140625,325.2200622558594,186.0852508544922,82.08061218261719
2021-02-26,97.29779815673828,72.21864318847656,161.80999755859375,32.880001068115234,82.3482437133789,353.5889587402344,204.4449920654297,304.1322326660156,125.36920928955078,353.18017578125,323.4344482421875,185.34414672851562,81.83891296386719
2021-03-01,97.24711608886719,72.1252670288086,161.52999877929688,32.84000015258789,84.44617462158203,362.1654357910156,211.71214294433594,313.2810363769531,128.50054931640625,361.74127197265625,331.3262634277344,190.1055908203125,84.86033630371094
2021-03-02,97.26400756835938,72.11685180664062,162.41000366210938,33.02000045776367,83.6107177734375,359.3775634765625,207.63839721679688,308.2564392089844,126.41297149658203,358.91851806640625,328.7635192871094,188.31776428222656,83.18228912353516
2021-03-03,96.90912628173828,71.88959503173828,160.6199951171875,32.68000030517578,82.4410629272461,354.5799255371094,205.39088439941406,299.310791015625,122.78875732421875,354.1644287109375,324.4244079589844,185.60354614257812,82.31303405761719
2021-03-04,96.63030242919922,71.66236877441406,159.0399932861328,32.34000015258789,81.13217163085938,350.18994140625,199.6501922607422,294.4119567871094,120.72053527832031,349.78173828125,320.4276123046875,182.66702270507812,80.14688110351562
2021-03-05,96.56267547607422,71.6202621459961,159.13999938964844,32.36000061035156,82.6174545288086,356.6454162597656,203.8831024169922,298.84613037109375,122.7210922241211,356.2164306640625,326.302490234375,185.9647979736328,81.73664093017578
2021-03-08,96.18245697021484,71.29205322265625,157.49000549316406,32.040000915527344,82.19043731689453,354.9041442871094,204.8477020263672,290.3844909667969,119.11620330810547,354.4429931640625,324.701904296875,185.05697631835938,82.1038589477539
2021-03-09,96.54579162597656,71.52774810791016,160.83999633789062,32.720001220703125,83.50859832763672,359.9055480957031,209.155517578125,301.837646484375,123.93883514404297,359.5035705566406,329.2445983886719,187.92868041992188,83.70752716064453
2021-03-10,96.70631408691406,71.66236877441406,161.66000366210938,32.86000061035156,84.01913452148438,362.10980224609375,212.78909301757812,300.97601318359375,123.41695404052734,361.74127197265625,331.2799072265625,189.27191162109375,85.28799438476562
2021-03-11,96.69788360595703,71.67079162597656,161.52000427246094,32.86000061035156,85.17024230957031,365.8330993652344,217.4715576171875,307.90789794921875,126.3936538696289,365.4090881347656,334.77716064453125,191.7452392578125,87.18451690673828
2021-03-12,96.1486587524414,71.2415771484375,161.49000549316406,32.880001068115234,85.35589599609375,366.4073181152344,218.75454711914062,305.4100646972656,125.27257537841797,365.9012145996094,335.2489929199219,192.1250457763672,87.7887954711914
2021-03-15,96.25005340576172,71.3257064819336,162.1999969482422,32.97999954223633,85.94070434570312,368.63018798828125,219.53182983398438,308.6727294921875,126.64490509033203,368.08331298828125,337.19189453125,193.46826171875,88.02120971679688
2021-03-16,96.21625518798828,71.31729125976562,162.35000610351562,33.02000045776367,85.58794403076172,368.11151123046875,215.86082458496094,310.3669738769531,127.311767578125,367.6189880371094,336.8125305175781,192.69009399414062,86.54769134521484
2021-03-17,96.20780944824219,71.29205322265625,163.50999450683594,33.2400016784668,85.94070434570312,369.3155517578125,217.55584716796875,311.6449279785156,127.8239974975586,368.87255859375,337.9134826660156,193.42193603515625,87.21240234375
2021-03-18,95.83601379394531,70.99752044677734,162.55999755859375,33.060001373291016,84.4183120727539,363.9252014160156,210.93482971191406,302.09906005859375,123.96782684326172,363.5055847167969,332.9452819824219,189.90184020996094,84.59537506103516
2021-03-19,95.91206359863281,71.05640411376953,163.24000549316406,33.220001220703125,84.47401428222656,363.2491149902344,212.5269012451172,303.16400146484375,124.46076965332031,362.83294677734375,332.3531494140625,190.14263916015625,85.12992858886719
2021-03-22,96.09796142578125,71.25837707519531,163.0,33.13999938964844,84.91030883789062,366.1202087402344,210.92552185058594,308.849365234375,126.741455078125,365.7301330566406,334.980712890625,191.17092895507812,84.54888153076172
2021-03-23,96.34298706054688,71.41831970214844,161.80999755859375,32.880001068115234,83.97274017333984,363.2676086425781,203.27438354492188,307.501953125,126.08344268798828,362.8515625,332.519775390625,188.99400329589844,81.56464385986328
2021-03-24,96.46131134033203,71.52774810791016,162.3699951171875,33.0,83.23941040039062,361.406005859375,198.57315063476562,302.3157958984375,124.05140686035156,361.00689697265625,330.67864990234375,187.428466796875,79.55656433105469
2021-03-25,96.4106216430664,71.47722625732422,161.77999877929688,32.880001068115234,83.84104919433594,363.469970703125,203.28134155273438,301.7923889160156,123.83854675292969,363.03790283203125,332.5382080078125,188.81515502929688,81.38336944580078
2021-03-26,96.25005340576172,71.3509521484375,162.24000549316406,33.0,85.25672149658203,369.35247802734375,206.9874267578125,306.31927490234375,125.73511505126953,368.88824462890625,337.963134765625,191.90090942382812,82.82918548583984
2021-03-29,96.08950805664062,71.25837707519531,160.30999755859375,32.599998474121094,84.81896209716797,369.16650390625,201.16087341308594,306.2320861816406,125.46418762207031,368.7018737792969,337.75897216796875,190.99935913085938,80.64996337890625
2021-03-30,96.16554260253906,71.33416748046875,157.57000732421875,32.040000915527344,84.84693145751953,368.2558288574219,204.54800415039062,304.6907653808594,125.02874755859375,367.72381591796875,336.8953857421875,190.943603515625,82.03292083740234
2021-03-31,96.18245697021484,71.30046844482422,159.9600067138672,32.52000045776367,85.3125991821289,369.6963195800781,207.29708862304688,309.3533935546875,126.9737319946289,369.2142639160156,338.23236083984375,192.10536193847656,83.01080322265625
2021-04-01,96.50572204589844,71.52992248535156,161.97999572753906,32.91999816894531,86.39298248291016,373.6551208496094,209.92416381835938,314.6268005371094,129.07347106933594,373.2014465332031,341.81610107421875,194.5126495361328,84.10505676269531
2021-04-05,96.31108856201172,71.42024230957031,161.9199981689453,32.900001525878906,87.4267807006836,379.01727294921875,211.0781707763672,320.9082336425781,131.69577026367188,378.55810546875,346.7461853027344,196.78041076660156,84.53345489501953
2021-04-06,96.64957427978516,71.67333221435547,163.22000122070312,33.220001220703125,87.39883422851562,378.7849426269531,210.458984375,320.685302734375,131.49745178222656,378.3344421386719,346.5513000488281,196.8547821044922,84.27734375
2021-04-07,96.49725341796875,71.5889663696289,162.75999450683594,33.099998474121094,87.3336410522461,379.25885009765625,207.06251525878906,321.4608154296875,131.86029052734375,378.7723083496094,346.9875793457031,196.68746948242188,83.00146484375
2021-04-08,96.73419189453125,71.74925994873047,164.50999450683594,33.459999084472656,87.87384033203125,381.02459716796875,208.81698608398438,324.8147888183594,133.2246551513672,380.5703125,348.67742919921875,197.83071899414062,83.70928955078125
2021-04-09,96.62416076660156,71.65641784667969,163.27000427246094,33.220001220703125,88.4512939453125,383.78460693359375,208.84515380859375,326.7825012207031,134.01809692382812,383.33709716796875,351.1841735839844,199.0297088623047,83.72325134277344
2021-04-12,96.59882354736328,71.63957977294922,162.27999877929688,33.0,88.46990966796875,383.9425354003906,208.02890014648438,326.3560791015625,133.91168212890625,383.4768371582031,351.3420104980469,199.08544921875,83.31812286376953
2021-04-13,96.8780746459961,71.82514953613281,163.42999267578125,33.220001220703125,88.68411254882812,385.06695556640625,207.4846954345703,330.1656188964844,135.4405517578125,384.6133117675781,352.2983093261719,199.64309692382812,83.17843627929688
2021-04-14,96.80187225341797,71.77450561523438,162.72000122070312,33.099998474121094,88.54443359375,383.78460693359375,209.5301055908203,326.2009582519531,133.78585815429688,383.29986572265625,351.1656188964844,199.1969757080078,83.9886245727539
