scenario_id,regime,spread_std,spread_max_abs_deviation,spread_autocorrelation_1,baseline_cumulative_net_pnl,baseline_sharpe,baseline_max_drawdown,ml_cumulative_net_pnl,ml_sharpe,ml_max_drawdown,ml_minus_baseline_pnl
17,high_volatility,0.06574270106201405,0.21120049592490267,0.9339963433504563,-0.030104386287732803,-0.22506668762665882,-0.14996113264598954,-0.10948471082015022,-1.0455329917365606,-0.22722952001624652,-0.07938032453241742
18,jump,0.06160316359352993,0.16577557768442966,0.9486724774818389,0.18528886886770823,1.3187315471164875,-0.11946652144933459,0.19001399982025546,1.4493070225952822,-0.11946652144933459,0.00472513095254723
19,weak_mean_reversion,0.08524946638046058,0.1715908649880427,0.9751550637921629,0.015077567716293663,0.1127701720319243,-0.14590342867111736,0.05374638019210999,0.4074493633288512,-0.1307936357493273,0.03866881247581633
20,stress,0.5058612396625236,0.88688566138587,0.9887770214638395,-0.0709891767425987,-0.13811508986404225,-0.9341130679436973,-0.026556494107192807,-0.05378572979503214,-0.8459499583655601,0.044432682635405896
21,calm,0.09899247538155931,0.17902337678871003,0.9889583391070326,-0.08176506592250991,-0.835425814388797,-0.1859876471243235,0.08199570691672599,1.0344978602770598,-0.0637440532174951,0.1637607728392359
22,high_volatility,0.09209511037517826,0.19793440774431928,0.967417132071584,-0.12316018967734478,-0.9088004680364566,-0.33551113361726037,-0.14184921770831868,-1.1467468604729043,-0.33551113361726037,-0.0186890280309739
23,jump,0.16289376734751213,0.35712735829444037,0.9562546785547027,-0.18848640404502218,-0.6075241013552325,-0.3293416878268042,-0.14497723084998282,-1.2862585823616854,-0.19663836653065758,0.04350917319503936
24,weak_mean_reversion,0.0919124197455011,0.18247001206479335,0.9866296198114604,-0.029678190168016014,-0.37228988642897515,-0.1845849372811492,-0.035003807718072474,-0.5057670903864471,-0.17048893572314536,-0.00532561755005646
25,stress,0.21055227263655135,0.49610284893200807,0.9592904985452675,0.4421909701029237,1.4236455945409032,-0.3318940571478206,0.28887680838727176,1.0015713213818402,-0.374702880608926,-0.15331416171565193
26,calm,0.07539309994996694,0.1484184366473333,0.9835134202199296,0.021188071693428904,0.24231608468681226,-0.1628659293032905,-0.058832881821078695,-0.7928263703133624,-0.09838425292287359,-0.0800209535145076
27,high_volatility,0.10027484698414253,0.19396016996262233,0.9619973162407708,0.08273183284951612,0.5421614207723706,-0.1779771745148128,0.04118042236748938,0.43607345475387443,-0.0939230448658912,-0.041551410482026735
28,jump,0.25691098412553237,0.5213040719174618,0.9675922140512022,0.4973640927287308,1.2229200825047664,-0.23044044624823923,0.3588835041889244,0.9133446692856101,-0.23044044624823912,-0.13848058853980638
29,weak_mean_reversion,0.05065041145293776,0.1125584531100582,0.9230444519079923,0.13390988851871893,0.9790819072486486,-0.1436117129488267,0.14995086174264388,1.1125485232563208,-0.1436117129488267,0.016040973223924948
30,stress,0.20587272999898668,0.49129982931725813,0.9747978159230167,-0.4061466812054219,-1.7934921857880264,-0.5387487448665014,-0.38570080784610244,-1.7081808091332418,-0.578333367386825,0.020445873359319466
