date,accept_signal,signal_direction,realized_holding_days,realized_gross_return,realized_net_return,label_exit_reason
2018-12-04,1,-1.0,6,0.02266593687634355,0.02146593687634355,convergence
2018-12-05,1,-1.0,5,0.014700614391160549,0.01350061439116055,convergence
2018-12-24,0,1.0,10,-0.009820361328245042,-0.011020361328245042,horizon
2018-12-26,0,1.0,10,-0.0026288902319739904,-0.00382889023197399,horizon
2018-12-27,0,1.0,10,-0.0053258664364861374,-0.006525866436486137,horizon
2018-12-31,0,1.0,10,0.0037723942010865485,0.002572394201086549,horizon
2019-01-01,0,1.0,10,-0.008228883110470875,-0.009428883110470875,horizon
2019-01-02,0,1.0,10,-0.0036661289693498134,-0.004866128969349813,horizon
2019-01-03,0,1.0,10,-0.009520057988257946,-0.010720057988257946,horizon
2019-01-04,0,1.0,10,-0.01543721894788419,-0.01663721894788419,horizon
2019-01-16,0,1.0,10,-0.002844499834099068,-0.004044499834099068,horizon
2019-01-17,1,1.0,10,0.008757496494663286,0.007557496494663286,convergence
2019-01-18,1,1.0,9,0.011871678935913899,0.010671678935913899,convergence
2019-01-21,1,1.0,8,0.018076459554921875,0.016876459554921876,convergence
2019-01-22,1,1.0,7,0.026381720319909263,0.025181720319909263,convergence
2019-01-23,1,1.0,6,0.01637860834648297,0.01517860834648297,convergence
2019-01-24,1,1.0,5,0.016094786317733423,0.014894786317733423,convergence
2019-01-25,1,1.0,4,0.014199936914355504,0.012999936914355505,convergence
2019-03-18,1,1.0,5,0.004956529539999366,0.003756529539999366,convergence
2019-03-29,0,-1.0,10,-0.0014587615258108144,-0.002658761525810814,horizon
2019-04-01,0,-1.0,10,-0.002517915137241644,-0.003717915137241644,horizon
2019-04-02,0,-1.0,10,0.0004395711532723112,-0.0007604288467276887,horizon
2019-04-03,0,-1.0,10,0.0030144649405761115,0.0018144649405761116,horizon
2019-04-04,0,-1.0,10,-0.0021947067343113247,-0.0033947067343113244,horizon
2019-04-09,1,-1.0,9,0.015262560119980506,0.014062560119980506,convergence
2019-04-10,1,-1.0,8,0.01780225789370604,0.016602257893706042,convergence
2019-04-11,1,-1.0,7,0.017015159694984128,0.015815159694984128,convergence
2019-04-12,1,-1.0,6,0.013721115639225623,0.012521115639225623,convergence
2019-05-13,1,-1.0,5,0.009403710454312098,0.008203710454312098,convergence
2019-05-14,1,-1.0,4,0.009100646155381753,0.007900646155381753,convergence
2019-05-15,1,-1.0,3,0.014540960453981455,0.013340960453981456,convergence
2019-05-16,1,-1.0,2,0.012981421013408934,0.011781421013408934,convergence
2019-05-17,1,-1.0,1,0.006479783741473177,0.005279783741473178,convergence
2019-05-31,1,-1.0,4,0.004931530439375997,0.0037315304393759977,convergence
2019-06-20,1,-1.0,6,0.0094252264566963,0.008225226456696301,convergence
2019-06-21,1,-1.0,5,0.009084915662130655,0.007884915662130655,convergence
2019-06-24,1,-1.0,4,0.005355906862607007,0.0041559068626070075,convergence
2019-06-26,1,-1.0,2,0.007364277591639379,0.006164277591639379,convergence
2019-07-03,0,1.0,10,0.01135037023579688,0.01015037023579688,horizon
2019-07-04,1,1.0,10,0.009664706872126949,0.00846470687212695,convergence
2019-07-05,1,1.0,9,0.010033749008486303,0.008833749008486304,convergence
2019-07-08,1,1.0,8,0.005316285669498377,0.004116285669498378,convergence
2019-07-12,1,1.0,4,0.011684786133163705,0.010484786133163705,convergence
2019-07-15,1,1.0,3,0.006015403867416502,0.0048154038674165026,convergence
2019-08-06,1,-1.0,10,0.016312289582490536,0.015112289582490536,convergence
2019-08-07,1,-1.0,9,0.01753968171177256,0.01633968171177256,convergence
2019-08-08,1,-1.0,8,0.014737840982469663,0.013537840982469664,convergence
2019-08-09,1,-1.0,7,0.011731883557663636,0.010531883557663636,convergence
2019-08-12,1,-1.0,6,0.010813184611834004,0.009613184611834004,convergence
2019-09-06,1,1.0,3,0.014254123165629018,0.013054123165629018,convergence
2019-09-09,1,1.0,2,0.007981755240577648,0.0067817552405776485,convergence
2019-10-01,1,1.0,10,0.012564716472565074,0.011364716472565074,convergence
2019-10-09,1,-1.0,4,0.009879637153219711,0.008679637153219712,convergence
2019-10-10,1,-1.0,3,0.009447994226981393,0.008247994226981394,convergence
2019-10-18,1,1.0,3,0.014530566158466485,0.013330566158466485,convergence
2019-10-21,1,1.0,2,0.009599080128506188,0.008399080128506188,convergence
2019-10-31,1,1.0,4,0.012935509685161328,0.011735509685161329,convergence
2019-11-01,1,1.0,3,0.006907043861486883,0.005707043861486884,convergence
2019-11-27,0,1.0,10,0.001934959746627385,0.000734959746627385,horizon
2019-11-28,0,1.0,10,-0.007636865548474425,-0.008836865548474425,horizon
2019-11-29,0,1.0,10,0.0007507191113864664,-0.0004492808886135335,horizon
2019-12-02,0,1.0,10,-0.0005712569915852228,-0.0017712569915852227,horizon
2019-12-09,1,1.0,9,0.012994463484873542,0.011794463484873542,convergence
2019-12-10,1,1.0,8,0.003755666255234047,0.0025556662552340473,convergence
2019-12-13,1,1.0,5,0.008807012703295314,0.007607012703295314,convergence
2020-01-01,0,-1.0,10,0.021379456212775594,0.020179456212775594,horizon
2020-01-02,0,-1.0,10,0.01641302571557901,0.01521302571557901,horizon
2020-01-03,0,-1.0,10,0.008884650285642337,0.007684650285642337,horizon
2020-01-06,0,-1.0,10,0.0013136869169185772,0.0001136869169185773,horizon
2020-01-24,0,-1.0,10,-0.003314783060633708,-0.004514783060633708,horizon
2020-02-14,1,1.0,8,0.016039122637951486,0.014839122637951487,convergence
2020-02-17,1,1.0,7,0.015347869857482266,0.014147869857482266,convergence
2020-02-18,1,1.0,6,0.017145610463510152,0.015945610463510153,convergence
2020-02-19,1,1.0,5,0.01573529279417496,0.01453529279417496,convergence
2020-02-20,1,1.0,4,0.007738679056881637,0.006538679056881637,convergence
2020-03-13,1,1.0,6,0.004630332340212817,0.0034303323402128175,convergence
2020-03-17,1,1.0,4,0.010458346246259076,0.009258346246259076,convergence
2020-03-18,1,1.0,3,0.009448770443281518,0.008248770443281518,convergence
2020-04-13,1,1.0,1,0.008364577319762034,0.007164577319762035,convergence
2020-04-30,1,1.0,4,0.006867469247313629,0.005667469247313629,convergence
2020-05-04,1,1.0,2,0.009244402857775391,0.008044402857775391,convergence
2020-05-18,0,-1.0,10,0.03593837678176648,0.03473837678176648,horizon
2020-05-19,0,-1.0,10,0.017838043976292184,0.016638043976292184,horizon
2020-05-22,1,1.0,10,0.003726000316796707,0.0025260003167967074,convergence
2020-05-25,1,1.0,9,0.008446444953158938,0.007246444953158938,convergence
2020-05-26,1,1.0,8,0.008376306047725102,0.007176306047725102,convergence
2020-05-27,1,1.0,7,0.01095627737699889,0.009756277376998891,convergence
2020-05-28,1,1.0,6,0.012878606447131347,0.011678606447131347,convergence
2020-05-29,1,1.0,5,0.012674980912093403,0.011474980912093403,convergence
2020-06-01,1,1.0,4,0.015616273883873433,0.014416273883873433,convergence
2020-06-02,1,1.0,3,0.01108810266315885,0.00988810266315885,convergence
2020-06-24,0,-1.0,10,-0.010133161435068594,-0.011333161435068594,horizon
2020-06-25,0,-1.0,10,-0.015841993693070933,-0.017041993693070932,horizon
2020-06-29,0,-1.0,10,0.00022580096248070447,-0.0009741990375192954,horizon
2020-06-30,0,-1.0,10,-0.004345922582713158,-0.005545922582713157,horizon
2020-07-01,0,-1.0,10,-0.014811561399016071,-0.01601156139901607,horizon
2020-07-10,0,-1.0,10,0.005400798755419878,0.004200798755419878,horizon
2020-07-13,0,-1.0,10,-0.0016664973887410284,-0.002866497388741028,horizon
2020-07-31,1,1.0,6,0.0030633013463852166,0.0018633013463852167,convergence
2020-08-05,1,1.0,3,0.010150352054404621,0.008950352054404621,convergence
2020-08-06,1,1.0,2,0.010834239371619425,0.009634239371619426,convergence
2020-08-07,1,1.0,1,0.0029882120537338963,0.0017882120537338964,convergence
2020-08-27,0,-1.0,10,0.01801930393874951,0.01681930393874951,horizon
2020-09-03,1,1.0,10,0.011709759494851646,0.010509759494851646,convergence
2020-09-04,1,1.0,9,0.016336007906756045,0.015136007906756045,convergence
2020-09-07,1,1.0,8,0.017688039701209135,0.016488039701209135,convergence
2020-09-08,1,1.0,7,0.012023310716393176,0.010823310716393177,convergence
2020-10-20,0,1.0,10,-0.012249057773205507,-0.013449057773205507,horizon
2020-10-21,0,1.0,10,-0.020228574277482814,-0.021428574277482813,horizon
2020-10-23,0,1.0,10,-0.016826285531689855,-0.018026285531689855,horizon
2020-10-29,0,1.0,10,-0.004050037348408253,-0.005250037348408253,horizon
2020-10-30,0,1.0,10,-0.00020326055929231757,-0.0014032605592923175,horizon
2020-11-02,0,1.0,10,-0.008173686978162564,-0.009373686978162564,horizon
2020-11-03,0,1.0,10,-0.002597248287759868,-0.0037972482877598676,horizon
2020-11-04,0,1.0,10,0.0006598952267191649,-0.000540104773280835,horizon
2020-11-05,0,1.0,10,-0.0032333670708801776,-0.004433367070880177,horizon
2020-11-06,0,1.0,10,-0.0030217675695620727,-0.004221767569562072,horizon
2020-11-09,0,1.0,10,-0.00481178042939856,-0.00601178042939856,horizon
2020-11-17,1,1.0,10,0.006074860855784792,0.004874860855784792,convergence
2020-12-04,0,-1.0,10,-0.013414496899409656,-0.014614496899409656,horizon
2020-12-07,0,-1.0,10,-0.010958071090710675,-0.012158071090710675,horizon
2020-12-08,0,-1.0,10,-0.014504258936085535,-0.015704258936085534,horizon
2020-12-09,0,-1.0,10,0.000151208028052352,-0.0010487919719476479,horizon
2020-12-10,0,-1.0,10,0.0005049030553720968,-0.0006950969446279031,horizon
2020-12-11,0,-1.0,10,0.00194214466167697,0.0007421446616769701,horizon
2020-12-14,0,-1.0,10,0.004289834207425791,0.0030898342074257915,horizon
2020-12-15,0,-1.0,10,0.018188682431374836,0.016988682431374837,horizon
2020-12-16,0,-1.0,10,0.020527201828881125,0.019327201828881126,horizon
2020-12-17,0,-1.0,10,0.024596871189262792,0.023396871189262793,horizon
2020-12-18,0,-1.0,10,0.0197086924333707,0.0185086924333707,horizon
2020-12-21,0,-1.0,10,0.01652507530526126,0.015325075305261261,horizon
2020-12-23,0,-1.0,10,0.002488470812639143,0.0012884708126391432,horizon
2021-01-26,0,-1.0,10,0.028211865491269528,0.027011865491269528,horizon
2021-01-27,0,-1.0,10,0.02923585135966089,0.028035851359660892,horizon
2021-01-28,0,-1.0,10,0.021667059825083435,0.020467059825083435,horizon
2021-01-29,1,-1.0,10,0.012942453389029218,0.011742453389029218,convergence
2021-03-16,0,-1.0,2,0.0009145264212762072,-0.0002854735787237927,convergence
2021-03-23,1,-1.0,8,0.00982052193371974,0.00862052193371974,convergence
2021-03-24,1,-1.0,7,0.00875260736099115,0.0075526073609911495,convergence
2021-03-25,1,-1.0,6,0.007156390665944201,0.0059563906659442015,convergence
2021-03-26,1,-1.0,5,0.0057658505468412,0.0045658505468412006,convergence
2021-03-31,0,-1.0,2,0.001056201927235989,-0.00014379807276401085,convergence
2021-04-08,1,1.0,1,0.005342801497113747,0.0041428014971137475,convergence
2021-04-16,1,-1.0,1,0.008965099153233957,0.007765099153233958,convergence
2021-04-27,0,1.0,10,0.0011746586782503954,-2.5341321749604512e-05,horizon
2021-04-28,0,1.0,10,-0.006285048797425752,-0.0074850487974257515,horizon
2021-04-29,0,1.0,10,-0.010458395649334484,-0.011658395649334484,horizon
2021-05-03,0,1.0,10,-0.011397480045848951,-0.01259748004584895,horizon
2021-05-07,1,1.0,10,0.009457587508857834,0.008257587508857835,convergence
2021-05-10,1,1.0,9,0.009636353138700038,0.008436353138700038,convergence
2021-05-11,1,1.0,8,0.0045570793593938674,0.0033570793593938678,convergence
2021-05-13,1,1.0,6,0.011530682757683763,0.010330682757683764,convergence
2021-05-14,1,1.0,5,0.009804273129446095,0.008604273129446095,convergence
2021-06-10,1,1.0,6,0.005757970827248826,0.0045579708272488265,convergence
2021-06-14,1,1.0,4,0.009100966755707596,0.007900966755707596,convergence
2021-06-28,0,1.0,10,0.022523506930073545,0.021323506930073545,horizon
2021-07-08,1,-1.0,7,0.0065548657278160505,0.005354865727816051,convergence
2021-07-13,1,-1.0,4,0.01285841387460529,0.01165841387460529,convergence
2021-07-14,1,-1.0,3,0.014022144396061087,0.012822144396061087,convergence
2021-07-15,1,-1.0,2,0.01141492957995549,0.010214929579955491,convergence
2021-07-28,1,-1.0,2,0.0030023655246607106,0.0018023655246607107,convergence
2021-08-12,0,1.0,8,-0.0023510906864263603,-0.00355109068642636,convergence
2021-08-19,1,-1.0,3,0.009892362058488757,0.008692362058488758,convergence
2021-08-20,1,-1.0,2,0.005501809934949087,0.004301809934949087,convergence
2021-08-26,1,1.0,1,0.001425438877538987,0.00022543887753898712,convergence
2021-08-31,0,-1.0,6,-0.021208704555093938,-0.022408704555093938,stop_loss
2021-09-02,0,-1.0,4,-0.016106169335732723,-0.017306169335732723,stop_loss
2021-09-03,0,-1.0,3,-0.022432450230152057,-0.023632450230152056,stop_loss
2021-09-07,0,-1.0,1,-0.009479907124425146,-0.010679907124425146,stop_loss
2021-09-08,1,-1.0,8,0.02197004638065536,0.020770046380655362,convergence
2021-09-09,1,-1.0,7,0.014317339727218048,0.013117339727218048,convergence
2021-09-10,1,-1.0,6,0.008025066491534005,0.006825066491534006,convergence
2021-09-29,1,-1.0,4,0.003968788104937282,0.0027687881049372823,convergence
2021-11-11,1,1.0,9,0.006207842572106159,0.0050078425721061595,convergence
2021-11-12,1,1.0,8,0.007804982591308018,0.006604982591308019,convergence
2021-11-15,1,1.0,7,0.00287262112857789,0.0016726211285778903,convergence
2021-11-17,1,1.0,5,0.006987134125455263,0.005787134125455264,convergence
2021-11-18,1,1.0,4,0.009957085618760964,0.008757085618760964,convergence
2021-11-19,1,1.0,3,0.014730931446406359,0.01353093144640636,convergence
2021-11-22,1,1.0,2,0.014476510630165862,0.013276510630165862,convergence
2021-11-23,1,1.0,1,0.011274278810994076,0.010074278810994076,convergence
2021-11-24,1,1.0,1,0.0013135403908073329,0.00011354039080733297,convergence
2021-12-22,1,1.0,1,0.005641126404270835,0.004441126404270836,convergence
2021-12-30,1,1.0,10,0.016935539808574873,0.015735539808574873,convergence
2021-12-31,1,1.0,9,0.020386699049787183,0.019186699049787183,convergence
2022-01-03,1,1.0,8,0.016672201310393042,0.015472201310393043,convergence
2022-01-04,1,1.0,7,0.012791424516246153,0.011591424516246153,convergence
2022-01-05,1,1.0,6,0.015570169756420782,0.014370169756420782,convergence
2022-01-06,1,1.0,5,0.02235633192257591,0.021156331922575912,convergence
2022-01-07,1,1.0,4,0.018562083054073142,0.017362083054073142,convergence
2022-01-10,1,1.0,3,0.01587428999003393,0.01467428999003393,convergence
2022-01-24,0,-1.0,10,-0.008481356304823606,-0.009681356304823606,horizon
2022-01-26,1,-1.0,10,0.01669859957315989,0.01549859957315989,convergence
2022-01-27,1,-1.0,9,0.01174958713092078,0.01054958713092078,convergence
2022-02-22,1,1.0,1,0.008988156674746506,0.007788156674746506,convergence
2022-02-25,0,1.0,10,-0.01543268803114728,-0.01663268803114728,horizon
2022-03-09,1,1.0,8,0.009215069739240356,0.008015069739240356,convergence
2022-03-10,1,1.0,7,0.00956186414667215,0.00836186414667215,convergence
2022-03-11,1,1.0,6,0.01710507289111529,0.015905072891115292,convergence
2022-03-14,1,1.0,5,0.018702995025821956,0.017502995025821956,convergence
2022-03-15,1,1.0,4,0.014515013285519629,0.01331501328551963,convergence
2022-03-16,1,1.0,3,0.009571412037317373,0.008371412037317373,convergence
2022-03-28,1,-1.0,5,0.0125913026454052,0.0113913026454052,convergence
2022-03-29,1,-1.0,4,0.008091436164623822,0.006891436164623822,convergence
2022-03-31,1,-1.0,2,0.020939732881496198,0.0197397328814962,convergence
2022-04-01,1,-1.0,1,0.005105683037466946,0.0039056830374669463,convergence
2022-04-13,0,1.0,10,0.0012384683366608584,3.846833666085853e-05,horizon
2022-04-14,0,1.0,10,0.004248757501368772,0.003048757501368772,horizon
2022-04-15,0,1.0,10,-0.002113896279177574,-0.0033138962791775736,horizon
2022-05-13,1,1.0,2,0.008605231992354412,0.007405231992354412,convergence
2022-05-16,1,1.0,1,0.0018493579474343491,0.0006493579474343492,convergence
2022-05-23,0,1.0,10,0.015512181891613075,0.014312181891613075,horizon
2022-05-27,0,1.0,10,0.015182609998079855,0.013982609998079855,horizon
2022-05-30,0,1.0,10,0.017673545280930902,0.016473545280930903,horizon
2022-05-31,0,1.0,10,0.017092041538798952,0.015892041538798952,horizon
2022-06-06,0,-1.0,10,0.003343608798227926,0.0021436087982279264,horizon
2022-06-07,0,-1.0,10,0.003280999898740866,0.0020809998987408665,horizon
2022-06-08,0,-1.0,10,-0.0016947703655150193,-0.002894770365515019,horizon
2022-06-09,0,-1.0,10,-0.0019055156404403917,-0.0031055156404403914,horizon
2022-06-17,1,-1.0,5,0.004706903462572853,0.0035069034625728537,convergence
2022-07-05,0,-1.0,6,-0.009339444181791556,-0.010539444181791556,stop_loss
2022-07-14,0,-1.0,1,-0.005090980641149656,-0.006290980641149656,stop_loss
2022-07-15,0,-1.0,10,0.001586080649556898,0.0003860806495568981,horizon
2022-07-18,0,-1.0,10,-0.007643238594414292,-0.008843238594414292,horizon
2022-07-19,0,-1.0,10,0.006309201550854127,0.005109201550854127,horizon
2022-07-20,0,-1.0,10,0.012329541832589719,0.011129541832589719,horizon
2022-07-21,0,-1.0,10,0.01333880071676763,0.01213880071676763,horizon
2022-07-22,0,-1.0,10,0.0012050216746359865,5.0216746359866334e-06,horizon
2022-07-25,0,-1.0,10,-0.007231517999379378,-0.008431517999379377,horizon
2022-08-17,0,-1.0,10,-0.010068321916637757,-0.011268321916637757,horizon
2022-08-18,0,-1.0,10,-0.017479787123956037,-0.018679787123956036,horizon
2022-08-25,0,-1.0,10,-0.02033667854651089,-0.02153667854651089,horizon
2022-08-26,0,-1.0,10,-0.008325834618782224,-0.009525834618782224,horizon
2022-08-29,0,-1.0,10,-0.011890910005433852,-0.013090910005433852,horizon
2022-08-30,0,-1.0,10,-0.005865225958843645,-0.007065225958843645,horizon
2022-08-31,0,-1.0,10,-0.005180756560962507,-0.006380756560962507,horizon
2022-09-01,0,-1.0,10,0.0018619670476933692,0.0006619670476933693,horizon
2022-09-02,0,-1.0,10,0.0027402090247043986,0.0015402090247043987,horizon
2022-09-05,0,-1.0,10,-0.0004996571290938334,-0.0016996571290938333,horizon
2022-09-06,0,-1.0,10,-0.0013171467563832806,-0.0025171467563832803,horizon
2022-09-08,0,-1.0,10,0.018603943834684777,0.017403943834684778,horizon
2022-09-09,0,-1.0,10,0.016531470708058826,0.015331470708058827,horizon
2022-10-03,0,1.0,10,-0.011103977086936112,-0.012303977086936112,horizon
2022-10-04,0,1.0,10,-0.01449887283647655,-0.01569887283647655,horizon
2022-10-05,0,1.0,10,-0.008813197198120903,-0.010013197198120903,horizon
2022-10-06,0,1.0,10,0.0010108075362671443,-0.00018919246373285564,horizon
2022-10-07,0,1.0,10,-0.004076509434255193,-0.005276509434255193,horizon
2022-10-10,0,1.0,10,-0.016568866246625902,-0.0177688662466259,horizon
2022-10-14,0,1.0,10,0.0032354116451136505,0.002035411645113651,horizon
2022-10-17,0,1.0,10,0.01663855688082716,0.01543855688082716,horizon
2022-10-19,1,1.0,9,0.01697542567042465,0.01577542567042465,convergence
2022-10-20,1,1.0,8,0.011021420156945183,0.009821420156945183,convergence
2022-11-08,1,-1.0,3,0.018824645839218057,0.017624645839218057,convergence
2022-11-09,1,-1.0,2,0.012314509225040737,0.011114509225040738,convergence
2022-12-20,0,-1.0,10,0.03994837818401109,0.03874837818401109,horizon
2022-12-23,0,1.0,10,-0.01849784984421987,-0.01969784984421987,horizon
2022-12-26,0,1.0,10,-0.015527041918667273,-0.016727041918667272,horizon
2022-12-27,0,1.0,10,-0.010927134585538845,-0.012127134585538844,horizon
2022-12-28,0,1.0,10,-0.013525905926435655,-0.014725905926435655,horizon
2022-12-29,0,1.0,10,-0.017957845722532007,-0.019157845722532006,horizon
2022-12-30,0,1.0,10,-0.024262670928136387,-0.025462670928136387,horizon
2023-01-02,0,1.0,10,-0.011293531719628547,-0.012493531719628546,horizon
2023-01-03,0,1.0,10,-0.01105308421384521,-0.01225308421384521,horizon
2023-01-04,0,1.0,10,-0.01189254130043782,-0.01309254130043782,horizon
2023-01-05,0,1.0,10,-0.010813511729607761,-0.01201351172960776,horizon
2023-01-06,0,1.0,10,-0.016030487876181887,-0.017230487876181887,horizon
2023-01-09,0,1.0,10,-0.005927918431688717,-0.0071279184316887165,horizon
2023-01-10,0,1.0,10,-0.009218801094040607,-0.010418801094040607,horizon
2023-01-13,0,1.0,10,-0.009673577603541261,-0.010873577603541261,horizon
2023-01-16,0,1.0,10,-0.013683164692188221,-0.01488316469218822,horizon
2023-01-17,0,1.0,10,-0.00851327130529711,-0.00971327130529711,horizon
2023-01-30,1,1.0,5,0.019336740955674614,0.018136740955674614,convergence
2023-01-31,1,1.0,4,0.014071182105706015,0.012871182105706015,convergence
2023-02-17,0,-1.0,10,-0.04038745170341418,-0.04158745170341418,horizon
2023-02-20,0,-1.0,10,-0.04897659254242548,-0.05017659254242548,horizon
2023-02-21,0,-1.0,10,-0.044829560204231456,-0.046029560204231455,horizon
2023-02-22,0,-1.0,10,-0.04257099044767276,-0.04377099044767276,horizon
2023-02-23,0,-1.0,10,-0.03034753161457182,-0.03154753161457182,horizon
2023-02-24,0,-1.0,10,-0.02225760809042665,-0.02345760809042665,horizon
2023-02-27,0,-1.0,10,-0.02224684023528578,-0.02344684023528578,horizon
2023-02-28,0,-1.0,10,-0.013676570470580351,-0.014876570470580351,horizon
2023-03-01,0,-1.0,10,-0.005744416729925206,-0.0069444167299252055,horizon
2023-03-02,0,-1.0,10,-0.008595195176603454,-0.009795195176603454,horizon
2023-03-03,0,-1.0,10,0.003966114859169423,0.002766114859169423,horizon
2023-03-06,0,-1.0,10,0.008254174099124434,0.007054174099124434,horizon
2023-03-07,0,-1.0,10,0.01453055865154429,0.01333055865154429,horizon
2023-03-08,0,-1.0,10,0.017468643436013842,0.016268643436013842,horizon
2023-03-09,0,-1.0,10,0.00922307040431214,0.00802307040431214,horizon
2023-03-14,0,-1.0,10,0.004214060386092733,0.003014060386092733,horizon
2023-04-14,0,1.0,10,-0.016059167978229816,-0.017259167978229815,horizon
2023-04-17,0,1.0,10,-0.00692252564417295,-0.00812252564417295,horizon
2023-04-18,0,1.0,10,-0.0050472120159765765,-0.006247212015976576,horizon
2023-04-19,0,1.0,10,0.004275240038749573,0.003075240038749573,horizon
2023-04-20,0,1.0,10,-0.0011418040844306532,-0.002341804084430653,horizon
2023-04-21,0,1.0,10,-0.012848693128708177,-0.014048693128708177,horizon
2023-04-25,0,1.0,10,-0.014228429599660863,-0.015428429599660863,horizon
2023-04-28,0,1.0,10,-0.002837993443134401,-0.004037993443134401,horizon
2023-05-01,0,1.0,10,-0.003810155032698326,-0.0050101550326983255,horizon
2023-05-09,0,1.0,10,-0.013671568570162052,-0.014871568570162051,horizon
2023-05-12,0,1.0,10,-0.004094687603879876,-0.005294687603879876,horizon
2023-05-23,1,1.0,5,0.01626486841220931,0.01506486841220931,convergence
2023-05-24,1,1.0,4,0.011628899387448932,0.010428899387448932,convergence
2023-05-25,1,1.0,3,0.007746495651065111,0.006546495651065111,convergence
2023-06-05,0,-1.0,10,-0.014507918180919788,-0.015707918180919787,horizon
2023-06-09,1,-1.0,8,0.021297156765580638,0.02009715676558064,convergence
2023-06-12,1,-1.0,7,0.023217165092805025,0.022017165092805026,convergence
2023-06-13,1,-1.0,6,0.01667244739487117,0.01547244739487117,convergence
2023-06-14,1,-1.0,5,0.018856842986632927,0.017656842986632927,convergence
2023-06-15,1,-1.0,4,0.02403252444609638,0.022832524446096382,convergence
2023-06-16,1,-1.0,3,0.016871525065877968,0.01567152506587797,convergence
2023-06-20,1,-1.0,1,0.013818730343829522,0.012618730343829522,convergence
2023-07-11,0,-1.0,10,-0.0032296624137133634,-0.004429662413713363,horizon
2023-07-12,0,-1.0,10,-0.0062444899559173095,-0.007444489955917309,horizon
2023-07-13,0,-1.0,10,-0.004892746275840132,-0.0060927462758401316,horizon
2023-07-14,0,-1.0,10,0.002146084921189839,0.0009460849211898393,horizon
2023-07-17,0,-1.0,10,-0.0005181350392025053,-0.0017181350392025051,horizon
2023-07-18,0,-1.0,10,0.0023567408480777985,0.0011567408480777986,horizon
2023-08-15,0,1.0,10,-0.015757075020127687,-0.016957075020127686,horizon
2023-08-16,0,1.0,10,-0.015069153374443367,-0.016269153374443367,horizon
2023-08-17,0,1.0,10,-0.024295059529436003,-0.025495059529436002,horizon
2023-08-18,0,1.0,10,-0.015135562182879703,-0.016335562182879702,horizon
2023-08-21,0,1.0,10,-0.007990217464997507,-0.009190217464997506,horizon
2023-08-22,0,1.0,10,-0.0156697483385706,-0.0168697483385706,horizon
2023-08-23,0,1.0,10,-0.0029362028955857156,-0.004136202895585715,horizon
2023-08-24,0,1.0,10,0.0032964282416649837,0.002096428241664984,horizon
2023-08-25,0,1.0,10,0.005899373115900275,0.004699373115900275,horizon
2023-08-28,0,1.0,10,0.005970574549440499,0.0047705745494405,horizon
2023-08-29,1,1.0,10,0.01324766725478721,0.01204766725478721,convergence
2023-08-30,1,1.0,9,0.011174823472892115,0.009974823472892115,convergence
