step,scenario_001_calm,scenario_002_high_vol,scenario_003_jump,scenario_004_weak_mean_reversion,scenario_005_stress,scenario_006_calm,scenario_007_high_vol,scenario_008_jump,scenario_009_weak_mean_reversion,scenario_010_stress,scenario_011_calm,scenario_012_high_vol,scenario_013_jump,scenario_014_weak_mean_reversion,scenario_015_stress,scenario_016_calm,scenario_017_high_vol,scenario_018_jump,scenario_019_weak_mean_reversion,scenario_020_stress,scenario_021_calm,scenario_022_high_vol,scenario_023_jump,scenario_024_weak_mean_reversion,scenario_025_stress,scenario_026_calm,scenario_027_high_vol,scenario_028_jump,scenario_029_weak_mean_reversion,scenario_030_stress,scenario_031_calm,scenario_032_high_vol,scenario_033_jump,scenario_034_weak_mean_reversion,scenario_035_stress,scenario_036_calm,scenario_037_high_vol,scenario_038_jump,scenario_039_weak_mean_reversion,scenario_040_stress,scenario_041_calm,scenario_042_high_vol,scenario_043_jump,scenario_044_weak_mean_reversion,scenario_045_stress,scenario_046_calm,scenario_047_high_vol,scenario_048_jump,scenario_049_weak_mean_reversion,scenario_050_stress
10,1.630642888606696,1.6323241394761638,1.6240331663794336,1.5975922390203714,1.6331588569933961,1.6305170866734615,1.6501821329733417,1.662394807771035,1.629580501594092,1.5948282471857222,1.6361696361297948,1.6477978987623334,1.5985910958607739,1.6254333262882508,1.6263741805044662,1.6240462781000615,1.6283291542644567,1.6274682183074427,1.6099263587689991,1.661388967012788,1.6339973775545724,1.630620848746628,1.6118732448247404,1.6154127189614982,1.5714672065561708,1.6274537547651804,1.630608096968589,1.6408747859902455,1.6223855222483692,1.6433083600071923,1.6334047093026738,1.6550923892271883,1.6414306273298014,1.6274999799491299,1.6030204178425351,1.6192274746316362,1.6536975109790362,1.6262735827283756,1.6337566375059136,1.5864075174487278,1.6216263347348714,1.647488210687833,1.630104846241433,1.6317694978049668,1.5841360761538765,1.6228756675414107,1.6345475500698299,1.6303597495762372,1.6484871523970321,1.5909378680118285
11,1.62846438306667,1.6228219565843793,1.6318812333957777,1.5984537760042536,1.6241756724341943,1.6297867586880308,1.639622275478647,1.6630593083393364,1.6320852509906352,1.5949226458910188,1.6304283748484716,1.6421807566794424,1.596285715302532,1.6282374958596333,1.629532963874971,1.6228160773107654,1.628645343111409,1.6369397081941635,1.6105172853429193,1.6517437827837194,1.6335548462161251,1.63046070950597,1.6151091835390243,1.614816302897593,1.5669170731725532,1.6258918930716968,1.6165873889360802,1.6504344896484637,1.6319260649966643,1.6222346560395553,1.6366449639792169,1.6565710605164652,1.646152684759599,1.6159869308784687,1.621529754810755,1.620574487732138,1.647733165882042,1.6264687727122327,1.6384020235308194,1.5567879426566142,1.6251311671544884,1.638523966659312,1.6291652293150143,1.626676432323527,1.5845407857780562,1.6201124867682173,1.6292750760689523,1.6297659995494849,1.6440069369175274,1.597130923366499
12,1.6328035154340872,1.633023974602179,1.6243512944099292,1.6016441905118812,1.6303061690960077,1.6272565089971913,1.6435244217699079,1.66702886403928,1.6352860667712208,1.594235791017015,1.628719414308816,1.6296376233149323,1.6009347128556848,1.6177938573387878,1.6410405491383504,1.6210198454076041,1.6254943415771068,1.6453264123904499,1.6212124646466644,1.6476285093420628,1.6292166942338058,1.6146995803157018,1.6121988244598937,1.6248811398385903,1.5769645368065122,1.6274111711590453,1.6136221895096428,1.6444788858735762,1.6332240788428722,1.6330212550224499,1.6384696909237217,1.6487776088253132,1.6760152209439967,1.6120074698424673,1.6310975376053978,1.6205537137092587,1.6570465054471755,1.6266267729923725,1.6450996685104815,1.546654010812656,1.6371085591536503,1.6320584761739172,1.6296798103310681,1.6364259112277206,1.584185286548214,1.6285794506593398,1.6308952916788053,1.620661341582537,1.6482937641934374,1.5964772863126853
13,1.6292174075997743,1.6327822447569278,1.6235280920840605,1.6143584161352746,1.6418077761912564,1.6337805309812063,1.6408637692394383,1.6534238073651264,1.6299021880092468,1.6061190683276678,1.6229973544865506,1.6192704134377727,1.6038716606278687,1.6117326998032646,1.6581110846115334,1.6220923431323169,1.6246591324108492,1.6469162913892226,1.6159103778917308,1.6526599764996184,1.6367581916961287,1.6216399937971309,1.6079988634619684,1.6299382589984366,1.5725811620229369,1.6137319225480544,1.6128922119083555,1.646593681054884,1.6417329123851334,1.6380777179233998,1.6404036829981175,1.6389244575962036,1.6651607739097865,1.6228413869763374,1.6448828329447611,1.6214832743957976,1.6574987143565725,1.6247500880574008,1.6469987490023175,1.557947634016533,1.6346139792872236,1.6188087053571987,1.6257426354312068,1.6450943924177879,1.595905796958887,1.6344051709263518,1.6270054596408228,1.623380984396973,1.6460878930954412,1.6149858706752287
14,1.6312324826199942,1.6353322162298647,1.569214038350525,1.6170406191248585,1.6405272900892152,1.6384160525658802,1.617886361033812,1.6430242956303212,1.6339646676486812,1.5856477346182192,1.621437727106231,1.6259730040003666,1.6104040818840173,1.615793879034743,1.6449680556022492,1.6191280304474172,1.629143167806447,1.6416198993031441,1.6172363324994303,1.642301313612485,1.638850510411531,1.6122031776688712,1.619443657060143,1.6284153091835234,1.5459146844614513,1.6142173308453147,1.6056003776902108,1.64548102780781,1.6391113996056994,1.6196123935170696,1.6363816928842287,1.6218346110584851,1.665151471316113,1.619343619128532,1.632910232595895,1.6229714014279144,1.6535623273101943,1.623630074941053,1.6451852737686785,1.5650758712740498,1.632683590231724,1.6142902133155397,1.6103715299659302,1.642367704003625,1.5788235554259877,1.6366410242557872,1.6406101481680626,1.6232905093302397,1.6407002164941182,1.6106827421297127
15,1.6314148512153404,1.6344684402905265,1.5762078266156567,1.6150323111789227,1.6536016021671083,1.6366062660235026,1.6219248971377325,1.6422172925561582,1.6200061259221015,1.5719353726421978,1.6176313069822628,1.6089440419436936,1.617106431302774,1.606673358686854,1.655826271819685,1.6241691495030803,1.6333488681744397,1.6489460933030284,1.6156264086994414,1.6438398481113075,1.637462038201952,1.6124054051303054,1.6228201804299323,1.6376251764858865,1.5438861699128894,1.616508072086009,1.5983674807736485,1.6366114292957221,1.6387989558143883,1.6252797325286608,1.633564795544556,1.617338471053397,1.6729133321926584,1.6098490028396835,1.6442712237685937,1.6278810194352116,1.6447109921112346,1.6132126010258754,1.6346850888880076,1.5842994013298535,1.6295470670389882,1.6111325239427128,1.6120840992217869,1.639998123954328,1.5678808282082566,1.637824284224723,1.6349546171027494,1.6211749544448366,1.6507167097297029,1.6157404736573355
16,1.6319906520224723,1.6404805464393306,1.5728359240610679,1.628931270323256,1.6478954997472945,1.637122991328675,1.6247029025000914,1.6366418954959845,1.6309858019820247,1.5827984931275527,1.6183580431883213,1.6253659492760917,1.599575468511262,1.6025404001828203,1.6528728103854549,1.6233274832794127,1.638569931703375,1.628273182299182,1.621869346166918,1.6306306053922623,1.6274415786355663,1.6159732246863554,1.6247473185801198,1.636249238152503,1.5508000329886606,1.6182293542526611,1.6068369769469741,1.6382815613809318,1.6338132706525845,1.634532423286076,1.6354651985433015,1.612398423501477,1.6685929603062495,1.6123075243765566,1.6370722390729977,1.6250137004698384,1.639701237063923,1.6132871695318343,1.6376287607098667,1.5942881732609644,1.6314249194994492,1.614074517118725,1.6118945490148466,1.640537684392357,1.5656969369254594,1.6430755797073762,1.6393306801362784,1.6126929089745654,1.650901763841695,1.6184815209273467
17,1.6341449438533004,1.639933718744113,1.580715665638652,1.6272268193240682,1.6526366651883773,1.6329833171701646,1.6276500394319406,1.6383531944869474,1.6191712037093686,1.5873891778311937,1.6173103134079914,1.6234377700911367,1.6038828817201491,1.6045060151431685,1.6445886255931192,1.6193578982198484,1.6374285758423412,1.6306264823517118,1.6293479867576768,1.665449665768049,1.6321207811151905,1.635212729605913,1.6369716902892681,1.633802068908458,1.5437218175633454,1.6140593437201658,1.604941542506093,1.6272494983585422,1.6293155137793056,1.6545745410922994,1.6352704064689068,1.6130328214396168,1.6503415538330608,1.6137630314306959,1.6372956771990392,1.6289896186163129,1.6438342438256401,1.6134793273291785,1.6452495021146583,1.591854848376491,1.6241970114251785,1.6017575725128526,1.6144393354838167,1.6390978019654103,1.5663223076391537,1.6394027428751663,1.6316063200597541,1.618327012466683,1.6498446736090657,1.6405900842974526
18,1.6318578601983351,1.638018968950394,1.5925142351816644,1.6125866412553522,1.667200796001306,1.6299818213850454,1.6243330603383386,1.6474500583780165,1.613658920700833,1.587120586761952,1.6234805488616064,1.6255120349370102,1.6083327226358866,1.6076784371166475,1.6532742843977388,1.6133857076041274,1.6326993045877278,1.6293773202949315,1.6342078967072695,1.6639952777860307,1.623097479940381,1.6298989534454944,1.628221889165404,1.633960829900772,1.5403032128178267,1.6129827732370987,1.5995255928943268,1.6296085153262778,1.6323064481045455,1.651734049640469,1.6332147515120634,1.6261593836072616,1.6474275147173276,1.6075427469916588,1.6370886201647277,1.6268759806281803,1.6313260939236665,1.616018511958666,1.6459507217928826,1.5916621479184774,1.6226515102177812,1.6036505444978477,1.6136191233306811,1.631158653007197,1.5620699808320262,1.6368383473109154,1.6315690391808226,1.611273096966612,1.6473346908606004,1.6340207804745681
19,1.6373446092870774,1.6410151697253998,1.5961809843340606,1.6103509596345718,1.6568752178910124,1.6324688488986905,1.6304677650456632,1.65082258972467,1.6177322729507024,1.5958035184505357,1.6292371035896824,1.6219319596428494,1.6237322243008039,1.6158440554544544,1.6660805777260008,1.6110890542338363,1.628827007766279,1.633671975686622,1.6285511493098306,1.672022351994888,1.6298509869132953,1.6391802156670698,1.6312570121076755,1.6316553468416886,1.5383996582521258,1.6140804551515162,1.5963126861927484,1.6296538406683276,1.628566783163503,1.653253747871809,1.630619813467403,1.6220531319010252,1.6469641821986616,1.611830112094965,1.6564819268651734,1.624427506886288,1.6369732783227535,1.6118686567766685,1.6446660592387385,1.595853049556516,1.62121707955248,1.6122344699736686,1.6224580020237171,1.635888953132132,1.5575078934566167,1.6391799039832808,1.6265715665435694,1.616657450399965,1.6460624686744263,1.6371275878773237
20,1.630089762014397,1.6392270016764359,1.5968823444711395,1.6176080431828033,1.6442742916467066,1.631842954224484,1.6282589157862593,1.6559148432382544,1.6190878358519079,1.5933287567287862,1.6285247875170272,1.6256576554907853,1.6247335559105218,1.6162670362717824,1.668409483887904,1.6048193004772366,1.6269692153639606,1.6340785989355668,1.6265599470851515,1.6604467714192594,1.6246952466696736,1.6352918419453282,1.6227045325179645,1.6317841558166857,1.5350317086793703,1.6115073033986407,1.5974895433200387,1.6291151364623255,1.6316912847712333,1.6490649001675741,1.6315599392319926,1.6229592262727393,1.6483853633203172,1.6216935779426946,1.6748206702006305,1.623530324161441,1.6311200694082115,1.6215953741150388,1.6470667841571665,1.590639085752166,1.6231473140616028,1.6157407315087846,1.626668081266532,1.632214112318088,1.550830149005823,1.6381556028503474,1.614538422225655,1.6195998648083398,1.6458097283944593,1.6276838533647096
21,1.632253315026205,1.645845118387352,1.6020813268287402,1.6193144045796217,1.6991400458339854,1.6330668932166699,1.6391589978809757,1.654856776496579,1.6216687548146074,1.6075159609324643,1.628535894563125,1.6358338216019648,1.6288100118778401,1.617015216218835,1.6610455879234451,1.6127733356901341,1.6325610614645734,1.6295953200849076,1.6364883112303792,1.6536329241764687,1.6310743902417986,1.6434135676757413,1.6227771233300294,1.6291269924645364,1.53965872125537,1.6057914676440284,1.5971477336284121,1.615166879525482,1.6290378667174417,1.6250281890918368,1.6336570503478571,1.620717584296368,1.6542250923332062,1.6188507608016873,1.6667454439250533,1.6252971875791826,1.6421072175958815,1.6230814826677606,1.6445427143636147,1.5740932375044283,1.6222262776069096,1.6191731358966361,1.6240890615999932,1.6370752659086771,1.5494005143989866,1.6342393825675172,1.616839550979903,1.6142909344913274,1.6481131372721953,1.6215139491157626
22,1.6306154166459292,1.6367830456573575,1.5995932275796698,1.6221192428167468,1.7238545774333962,1.624063333891891,1.6371553366935059,1.649314457748357,1.6172682340415725,1.6047762817519922,1.627800909415367,1.6223875111038544,1.6282977982750109,1.6166684432521057,1.6359072291504053,1.619775400392865,1.6279891024131878,1.6280569072502995,1.6384471326481764,1.6642327313293377,1.6311059194670572,1.642297356583531,1.6206301347588496,1.6254871585623465,1.5442026702962273,1.6140016391188599,1.594572797691935,1.6168508534330774,1.6223331047031082,1.6054257047985796,1.637715134405394,1.6227546311126186,1.6627652258902177,1.6207985212840559,1.676602942621552,1.6261640646042825,1.6347101815516667,1.61943701132995,1.6425453062466724,1.5838650894790733,1.616690672940585,1.62029654074066,1.62958333427732,1.6314413619779022,1.5658620169217186,1.640266291570577,1.625869768184533,1.6089978937883138,1.644622066929552,1.628559775667208
23,1.6297398502901492,1.6454617488067078,1.5935076039198353,1.6243638587610034,1.7219903744076697,1.6282263627070037,1.638322870820541,1.6508868880353824,1.6157298123108288,1.5916207330645944,1.620774315685905,1.609031800659612,1.6314167645499646,1.614096145083125,1.6330420198187083,1.6221016852857204,1.6234820360747766,1.6315466237115104,1.6468388766518125,1.6629918374953856,1.6280669446972358,1.6491658785828274,1.619447457509011,1.623833041858779,1.5483610441454134,1.6216853336271626,1.6021404719784345,1.6060796181107007,1.627611044946964,1.6194282070821904,1.6320063623269532,1.642705540503222,1.662372419779878,1.6183382189624687,1.6784061608905927,1.6272790051359174,1.6406001501665661,1.6249054261300315,1.650439690182446,1.5691915184581213,1.62349780414238,1.631467168856436,1.6215176833777356,1.6283712172170177,1.5758060049113116,1.6351712097957802,1.622088453166803,1.6035824944695205,1.639017195206777,1.617403633802557
24,1.6261494835820336,1.6352704844726056,1.600192992652041,1.6266221691093872,1.7420715390345218,1.6258074519258947,1.640296328261864,1.651159198644427,1.6251585531133672,1.6097698133527452,1.6252024716894475,1.6051055795952642,1.6334607889769053,1.6201861622734712,1.638647190129949,1.620354409894548,1.627607776664176,1.6380372103090226,1.649236423860924,1.6472927533140271,1.621796854483284,1.645201391010887,1.622090113498273,1.6191473167004908,1.5510946471547709,1.6216515373619123,1.592596383107351,1.6039500925693224,1.6277346930052266,1.6130982255240502,1.6318438106160713,1.649391975948986,1.6555826426613218,1.6196372384600453,1.6710983672439912,1.6317251339609373,1.643720237796473,1.625047252021556,1.6549150789117077,1.5810000497981331,1.6193508163448045,1.6361578017907978,1.62759425504189,1.6249335853164681,1.5652633583565005,1.6298984949740887,1.6273171632646737,1.5980576419214687,1.641725377145308,1.6037486153625673
25,1.6290920694712616,1.6333236981538435,1.5997417043223972,1.6266622046495718,1.7419953273362163,1.6268247166396368,1.6369153595534507,1.6735810114661427,1.6237287363764923,1.610014903235843,1.6280606199108045,1.6084495618213623,1.6308444836895468,1.6350442964123522,1.641685011499028,1.6220377444356606,1.6340020860159126,1.6335958760202653,1.656989432724169,1.6499015933066896,1.62018966765549,1.6362001756674542,1.6262526457219912,1.6207955177885505,1.5470906470754198,1.6261529127386691,1.6112961075003447,1.607093148939436,1.6239705816860897,1.6159541921529599,1.6376163449733787,1.6606431692784265,1.6548063528903558,1.6168457784830583,1.6728428666536148,1.6248630570858402,1.6418784607417591,1.6353611092507305,1.650321585511444,1.5672331501812762,1.621681915308659,1.633133070465405,1.6329379100339652,1.6220512879760085,1.5747112644561874,1.6322920713404223,1.623685162254387,1.6029248348419862,1.6443025453341107,1.6034209345990564
26,1.6315027239040714,1.6293414335419623,1.5949673931989727,1.614908776181651,1.7531239723926155,1.6274322424972416,1.649994719161542,1.670361343521532,1.6199140130011003,1.6111765232061728,1.6267380009889714,1.6197924251381395,1.6322266709417275,1.6284203035606206,1.6515728785821198,1.622102844849732,1.626680386154996,1.639321683223999,1.6569387110641816,1.6642924687663483,1.6159233568438385,1.6403329898572014,1.6356082651028072,1.6209514910165825,1.5511183784249019,1.6319118089885283,1.6218373241015398,1.6079942215030734,1.6232888181607865,1.615946629670607,1.6400271505557427,1.6690111409178339,1.655725915135812,1.6187281508961384,1.66026029812069,1.6284044956801362,1.6475541258027748,1.6343842783165692,1.6494709122974838,1.5817596471726267,1.622909055422225,1.6286394330855682,1.640209451895511,1.6294611561707468,1.5862180821266614,1.6293535166516737,1.6079790265181353,1.6156855727780532,1.6436605321747775,1.5964548404992258
27,1.6287330009485108,1.6263807675373643,1.5904026868502097,1.6204983641758852,1.7372416473075325,1.6232727766087913,1.6481178661081246,1.664787424912483,1.6207880429503663,1.605317080043011,1.6237372008430762,1.6191223634410048,1.6258494999751667,1.6365316809064558,1.651400038433157,1.6218406317853422,1.6228085715068232,1.6251407755240554,1.6602686820846115,1.6629636855339025,1.6162964383769718,1.6240719102130998,1.6389948018806133,1.612254524098498,1.5345188679839334,1.6367726214258476,1.6218511439565366,1.6035479485540711,1.6160642821374742,1.603851528233361,1.6372650783773317,1.6592838241832006,1.6489226729507929,1.618234014343655,1.6577783291218977,1.6224549324636444,1.6361822083690583,1.6478807688130774,1.646799890657812,1.5835129421317502,1.6224714804340545,1.6121502279544295,1.6501099996617,1.6330970383397612,1.588600262694839,1.6262930663913544,1.607353043199508,1.6240577884486298,1.6401034562349546,1.5985161432436468
28,1.624176914200212,1.6183184737991039,1.5836876302805178,1.60903657033759,1.7232625728269528,1.630495902061189,1.6481326355515764,1.6605948369036951,1.6285412453198462,1.5905185377793334,1.6157266739930347,1.6173462898294404,1.6272805920397588,1.6312259681588264,1.6704312956011966,1.6239076355273896,1.6297764215966235,1.6288711054309237,1.6586499836113415,1.6636123186420932,1.6266877982745678,1.616750122783702,1.6388408832541221,1.6129762844786253,1.5104204977775877,1.6300934809063192,1.6153932912560227,1.6088760324747406,1.6140650231370426,1.6095590915327653,1.6369063888757198,1.6622114498035434,1.648298922133241,1.6202545648180913,1.6539697104747315,1.6264195643407573,1.6413346517485705,1.6440444179115092,1.6492102621786477,1.5821322841348726,1.6249727299784884,1.6206003554695438,1.647790321366619,1.6320672984461797,1.591685563433156,1.622654067197139,1.5957951420779928,1.6145496063107334,1.635706250752108,1.5992325607562912
