,asset_a,asset_b,price_a,price_b,hedge_ratio,spread,spread_change,zscore,abs_zscore,spread_volatility,rolling_corr,pair_return_diff,drawdown_a,drawdown_b,half_life,raw_signal,position,ml_probability,ml_accept,spread_return,gross_pnl,transaction_cost,net_pnl,equity_curve
2023-04-28,KO,PEP,84.5267,84.9159,1.0257184787909503,-2.573107773164452,0.15071046118002585,0.005544711154948358,0.005544711154948358,0.43188769588274123,0.8409859412849886,0.0013951099653378707,-0.01572365126867481,-0.01354867789159675,1.328149885044626,0,0.0,0.0,0,0.15071046118002585,0.0,0.0,0.0,0.0
2023-05-01,KO,PEP,83.5646,84.4192,1.0257184787909503,-3.0257334047490048,-0.45262563158455293,-1.3051891814119512,1.3051891814119512,0.43861632512389037,0.8402728882447521,-0.005532885515422747,-0.02692688379892172,-0.01931874417707724,1.328149885044626,0,-0.0,0.0,0,-0.45262563158455293,-0.0,0.0,-0.0,0.0
2023-05-02,KO,PEP,82.8449,83.3659,1.0257184787909503,-2.665044131038485,0.36068927371051984,-0.16020443933702497,0.16020443933702497,0.428827062111454,0.8454472029297935,0.003864520851911135,-0.03530747464396755,-0.03155472327612452,1.328149885044626,0,0.0,0.0,0,0.36068927371051984,-0.0,0.0,-0.0,0.0
2023-05-03,KO,PEP,83.1825,83.7113,1.0257184787909503,-2.681727293612866,-0.016683162574381072,-0.1610874131458441,0.1610874131458441,0.42771414082614867,0.8500935603182805,-6.809595738266339e-05,-0.0313762707127635,-0.027542279356243315,1.328149885044626,0,0.0,0.0,0,-0.016683162574381072,-0.0,0.0,-0.0,0.0
2023-05-04,KO,PEP,82.875,83.5612,1.0257184787909503,-2.8352669499463587,-0.15353965633349276,-0.6435679061770421,0.6435679061770421,0.4213984120103087,0.8478245228351866,-0.001903623647064201,-0.034956973345598885,-0.029285961557673934,1.328149885044626,0,-0.0,0.0,0,-0.15353965633349276,-0.0,0.0,-0.0,0.0
2023-05-05,KO,PEP,82.8336,83.4756,1.0257184787909503,-2.7888654481618573,0.04640150178450142,-0.4515060992679946,0.4515060992679946,0.42093064138228575,0.8480241048836852,0.0005248513723802306,-0.035439058187873296,-0.03028035993503886,1.328149885044626,0,0.0,0.0,0,0.04640150178450142,-0.0,0.0,-0.0,0.0
2023-05-08,KO,PEP,82.9373,83.2288,1.0257184787909503,-2.4320181275962653,0.356847320565592,0.962788724173333,0.962788724173333,0.4077571446771044,0.843369265250351,0.004208460011973836,-0.0342315171699058,-0.033147387032394504,1.328149885044626,0,-0.0,0.0,0,0.356847320565592,0.0,0.0,0.0,0.0
2023-05-09,KO,PEP,83.2896,83.1792,1.0257184787909503,-2.0288424910482235,0.4031756365480419,2.2421878752880855,2.2421878752880855,0.3624767375307088,0.8394002615111573,0.00484373474042743,-0.030129138186010263,-0.03372358048469959,1.328149885044626,-1,-0.0,0.0,0,0.4031756365480419,-0.0,0.0,-0.0,0.0
2023-05-10,KO,PEP,83.6755,84.0659,1.0257184787909503,-2.5524470661921583,-0.5236045751439349,0.3400927719442207,0.3400927719442207,0.37325092107867347,0.830752962287881,-0.006026885432413254,-0.02563550193881947,-0.023422960844402207,1.328149885044626,0,0.0,0.0,0,-0.5236045751439349,0.0,0.0,0.0,0.0
2023-05-11,KO,PEP,83.2901,83.9847,1.0257184787909503,-2.854558725714341,-0.30211165952218266,-0.7012831388090123,0.7012831388090123,0.3755011751847308,0.827332100105408,-0.003639979334810528,-0.03012331590530648,-0.024366245286481902,1.328149885044626,0,-0.0,0.0,0,-0.30211165952218266,-0.0,0.0,-0.0,0.0
2023-05-12,KO,PEP,83.8981,84.3174,1.0257184787909503,-2.5878152636080785,0.26674346210626254,0.22579276585427596,0.22579276585427596,0.36527264867180337,0.8258007909249299,0.0033383512966074225,-0.02304342256948888,-0.020501334770719026,1.328149885044626,0,0.0,0.0,0,0.26674346210626254,-0.0,0.0,-0.0,0.0
2023-05-15,KO,PEP,83.2868,83.9988,1.0257184787909503,-2.8723213562652887,-0.2845060926572103,-0.7776329346164793,0.7776329346164793,0.36009634811940827,0.827224280406917,-0.0035076403206825146,-0.030161742957951487,-0.024202448357500073,1.328149885044626,0,-0.0,0.0,0,-0.2845060926572103,-0.0,0.0,-0.0,0.0
2023-05-16,KO,PEP,83.0133,83.5731,1.0257184787909503,-2.7091729998439718,0.16314835642131698,-0.14933512778666952,0.14933512778666952,0.36129624033190516,0.8213917166964884,0.0017840958491166514,-0.03334653050292857,-0.02914772159633472,1.328149885044626,0,0.0,0.0,0,0.16314835642131698,-0.0,0.0,-0.0,0.0
2023-05-17,KO,PEP,82.9498,83.7939,1.0257184787909503,-2.9991516399610134,-0.28997864011704166,-1.1664138624553755,1.1664138624553755,0.3613709128468966,0.8198945280767287,-0.003406936108697356,-0.0340859601523108,-0.026582731389300118,1.328149885044626,0,-0.0,0.0,0,-0.28997864011704166,-0.0,0.0,-0.0,0.0
2023-05-18,KO,PEP,81.8288,82.2833,1.0257184787909503,-2.570701305899405,0.4284503340616084,0.33316700515410547,0.33316700515410547,0.36230521648964187,0.8316727366463936,0.004513367508667598,-0.04713951349022427,-0.04413107471695665,1.328149885044626,0,0.0,0.0,0,0.4284503340616084,-0.0,0.0,-0.0,0.0
2023-05-19,KO,PEP,82.4109,83.0478,1.0257184787909503,-2.7727630829350858,-0.20206177703568073,-0.48954509063029034,0.48954509063029034,0.36426857799407664,0.8403063662424864,-0.0021774388495658936,-0.0403612142948635,-0.03525002846116854,1.328149885044626,0,0.0,0.0,0,-0.20206177703568073,-0.0,0.0,-0.0,0.0
2023-05-22,KO,PEP,81.5566,82.2222,1.0257184787909503,-2.7802299068452783,-0.007466823910192488,-0.5123958112028936,0.5123958112028936,0.3596588860889158,0.8430579217227451,-0.00042508442743371955,-0.05030916310537159,-0.044840861409211175,1.328149885044626,0,-0.0,0.0,0,-0.007466823910192488,-0.0,0.0,-0.0,0.0
2023-05-23,KO,PEP,81.7015,82.6101,1.0257184787909503,-3.033206104768297,-0.25297619792301873,-1.4341415797186843,1.4341415797186843,0.3624471171659144,0.8397148648483352,-0.0029410237336084943,-0.04862186615741115,-0.04033470334168965,1.328149885044626,0,-0.0,0.0,0,-0.25297619792301873,0.0,0.0,0.0,0.0
2023-05-24,KO,PEP,81.7334,81.903,1.0257184787909503,-2.2760205684152055,0.7571855363530915,1.3546504966837143,1.3546504966837143,0.3881499455638021,0.8316554340040268,0.00894993177553538,-0.04825040464850883,-0.0485489450780765,1.328149885044626,0,-0.0,0.0,0,0.7571855363530915,-0.0,0.0,-0.0,0.0
2023-05-25,KO,PEP,82.0577,82.5483,1.0257184787909503,-2.6136167027790123,-0.33759613436380675,0.12353752501576225,0.12353752501576225,0.38311071983994394,0.8335793372948668,-0.003911054110630197,-0.04447407338402598,-0.04105262179637603,1.328149885044626,0,0.0,0.0,0,-0.33759613436380675,0.0,0.0,0.0,0.0
2023-05-26,KO,PEP,82.9655,83.7973,1.0257184787909503,-2.9869390827889077,-0.3733223800098955,-1.2435132652280714,1.2435132652280714,0.3816086273232963,0.822865759273933,-0.004067588528393173,-0.03390314053821153,-0.026543234257488724,1.328149885044626,0,-0.0,0.0,0,-0.3733223800098955,-0.0,0.0,-0.0,0.0
2023-05-29,KO,PEP,83.1446,84.1319,1.0257184787909503,-3.1510444857923545,-0.16410540300344678,-1.696096277293139,1.696096277293139,0.3753269285325015,0.8230899849982523,-0.0018342401190385438,-0.031817599590111434,-0.02265625181512554,1.328149885044626,0,-0.0,0.0,0,-0.16410540300344678,0.0,0.0,0.0,0.0
2023-05-30,KO,PEP,83.0977,83.6926,1.0257184787909503,-2.747346358059488,0.4036981277328664,-0.241691016031471,0.241691016031471,0.3805066198828695,0.8239834320864647,0.004657485285150753,-0.03236372952012756,-0.027759513581204986,1.328149885044626,0,0.0,0.0,0,0.4036981277328664,-0.0,0.0,-0.0,0.0
2023-05-31,KO,PEP,83.0104,83.4462,1.0257184787909503,-2.5819093248854017,0.16543703317408642,0.35311587131417377,0.35311587131417377,0.3811816172652086,0.8343593629931078,0.0018935367709208561,-0.03338029973101053,-0.030621893957171076,1.328149885044626,0,0.0,0.0,0,0.16543703317408642,0.0,0.0,0.0,0.0
2023-06-01,KO,PEP,81.7072,82.4406,1.0257184787909503,-2.8536468226132286,-0.27173749772782685,-0.6042155556211298,0.6042155556211298,0.3828227514887153,0.8367438339582568,-0.00364835939543684,-0.04855549215738786,-0.0423037515305138,1.328149885044626,0,-0.0,0.0,0,-0.27173749772782685,-0.0,0.0,-0.0,0.0
2023-06-02,KO,PEP,80.6569,81.4116,1.0257184787909503,-2.848482507937348,0.005164314675880632,-0.5591481221315115,0.5591481221315115,0.38230289960466685,0.8351806848640492,-0.00037272222186057746,-0.06078577500378446,-0.05425744230514551,1.328149885044626,0,-0.0,0.0,0,0.005164314675880632,-0.0,0.0,-0.0,0.0
2023-06-05,KO,PEP,79.6461,80.1032,1.0257184787909503,-2.5172324502872527,0.3312500576500952,0.8696926722877321,0.8696926722877321,0.350604059749965,0.8431414567319129,0.0035393239695390433,-0.07255609767458104,-0.06945686797038175,1.328149885044626,0,-0.0,0.0,0,0.3312500576500952,-0.0,0.0,-0.0,0.0
2023-06-06,KO,PEP,79.0581,79.661,1.0257184787909503,-2.651659738965904,-0.13442728867865128,0.2822467956040914,0.2822467956040914,0.3136829181896967,0.8448943017692719,-0.0018622803264569665,-0.07940309978224669,-0.07459381846653546,1.328149885044626,0,0.0,0.0,0,-0.13442728867865128,0.0,0.0,0.0,0.0
2023-06-07,KO,PEP,79.3191,80.1283,1.0257184787909503,-2.8699779841048922,-0.21831824513898823,-0.6561935070009293,0.6561935070009293,0.31539646529711735,0.8473822676645841,-0.0025647381319460205,-0.07636386925486438,-0.06916528620318718,1.328149885044626,0,-0.0,0.0,0,-0.21831824513898823,-0.0,0.0,-0.0,0.0
2023-06-08,KO,PEP,78.7117,79.6542,1.0257184787909503,-2.9910848533101273,-0.12110686920523506,-1.1203660614471087,1.1203660614471087,0.31599972427670814,0.8463258221554509,-0.0017409154036899244,-0.08343677585383746,-0.07467281273015791,1.328149885044626,0,-0.0,0.0,0,-0.12110686920523506,0.0,0.0,0.0,0.0
2023-06-09,KO,PEP,78.3586,79.0272,1.0257184787909503,-2.7010593671081864,0.2900254862019409,0.1357775214394031,0.1357775214394031,0.3194313597372451,0.8434808720530875,0.003385533383256867,-0.0875484704868591,-0.08195654850828638,1.328149885044626,0,0.0,0.0,0,0.2900254862019409,-0.0,0.0,-0.0,0.0
2023-06-12,KO,PEP,79.3049,79.8204,1.0257184787909503,-2.5683592644851814,0.13270010262300502,0.6537790979173245,0.6537790979173245,0.3088000944888395,0.8470954921803342,0.0020394796740543786,-0.0765292220268523,-0.07274209999279746,1.328149885044626,0,-0.0,0.0,0,0.13270010262300502,0.0,0.0,0.0,0.0
2023-06-13,KO,PEP,79.0726,79.5698,1.0257184787909503,-2.5436142137001667,0.024745050785014655,0.738202629715691,0.738202629715691,0.30185430071896985,0.8519569970935548,0.00021034718987866796,-0.07923425364183656,-0.07565327094335417,1.328149885044626,0,-0.0,0.0,0,0.024745050785014655,-0.0,0.0,-0.0,0.0
2023-06-14,KO,PEP,79.7489,80.3577,1.0257184787909503,-2.675477803139543,-0.13186358943937648,0.16384824418056756,0.16384824418056756,0.30285790630563114,0.8555657018597982,-0.0013490985069071204,-0.07135903676188027,-0.06650039148627718,1.328149885044626,0,0.0,0.0,0,-0.13186358943937648,0.0,0.0,0.0,0.0
2023-06-15,KO,PEP,79.205,79.631,1.0257184787909503,-2.473988184602163,0.20148961853738,0.9759715793981764,0.9759715793981764,0.30357857746923966,0.8593230971341719,0.0022231583104070918,-0.07769251371147101,-0.07494232257075217,1.328149885044626,0,-0.0,0.0,0,0.20148961853738,0.0,0.0,0.0,0.0
2023-06-16,KO,PEP,78.9665,79.4719,1.0257184787909503,-2.549296374626536,-0.07530819002437283,0.6155206338453209,0.6155206338453209,0.3039166449853768,0.8591518809755233,-0.0010132079206185418,-0.08046974160718234,-0.07679055600344786,1.328149885044626,0,-0.0,0.0,0,-0.07530819002437283,0.0,0.0,0.0,0.0
2023-06-19,KO,PEP,78.4767,78.7011,1.0257184787909503,-2.24847257117446,0.3008238034520758,1.807162630561507,1.807162630561507,0.3018642982431738,0.8667153021185432,0.003496395464083868,-0.08617324778462221,-0.08574478812112152,1.328149885044626,0,-0.0,0.0,0,0.3008238034520758,-0.0,0.0,-0.0,0.0
2023-06-20,KO,PEP,78.1934,78.9497,1.0257184787909503,-2.786766185001909,-0.5382936138274488,-0.35453379525047185,0.35453379525047185,0.3080373740772502,0.881183406758055,-0.006768775550325068,-0.08947215203139369,-0.08285685077751259,1.328149885044626,0,0.0,0.0,0,-0.5382936138274488,0.0,0.0,0.0,0.0
2023-06-21,KO,PEP,78.9078,79.0859,1.0257184787909503,-2.2120690418132227,0.5746971431886863,2.154150629043849,2.154150629043849,0.31200824023051893,0.8749136671901766,0.007411171917667936,-0.08115327736180822,-0.08127464214436908,1.328149885044626,-1,-0.0,0.0,0,0.5746971431886863,0.0,0.0,0.0,0.0
2023-06-22,KO,PEP,77.8696,78.169,1.0257184787909503,-2.3097877686097945,-0.09771872679657179,1.5834470886229095,1.5834470886229095,0.3071207785213526,0.8762011278089294,-0.0015634049108731451,-0.09324266101517276,-0.09192608924957779,1.328149885044626,0,-0.0,0.0,0,-0.09771872679657179,0.0,0.0,0.0,0.0
2023-06-23,KO,PEP,77.7774,78.2284,1.0257184787909503,-2.46291544624998,-0.1531276776401853,0.9052062213356072,0.9052062213356072,0.3049613051117248,0.8807106076874803,-0.0019439227673775372,-0.09431628957695304,-0.09123605112322886,1.328149885044626,0,-0.0,0.0,0,-0.1531276776401853,0.0,0.0,0.0,0.0
2023-06-26,KO,PEP,78.3855,79.2568,1.0257184787909503,-2.9096643298386056,-0.44674888358862574,-0.9599924315488266,0.9599924315488266,0.3116228320744681,0.885579908866678,-0.005327654299300377,-0.08723523178499482,-0.07928933043068143,1.328149885044626,0,-0.0,0.0,0,-0.44674888358862574,0.0,0.0,0.0,0.0
2023-06-27,KO,PEP,77.9602,78.2503,1.0257184787909503,-2.302578680935497,0.6070856489031087,1.4626594073778445,1.4626594073778445,0.32971389611513674,0.878415778297554,0.007273477423167751,-0.09218766375164478,-0.09098164312715062,1.328149885044626,0,-0.0,0.0,0,0.6070856489031087,-0.0,0.0,-0.0,0.0
2023-06-28,KO,PEP,76.1224,76.409,1.0257184787909503,-2.2517232459377254,0.050855434997771454,1.5493455872841115,1.5493455872841115,0.3247287462289405,0.8932355389979414,-4.2666824204284914e-05,-0.11358803870652212,-0.11237166336362214,1.328149885044626,0,-0.0,0.0,0,0.050855434997771454,-0.0,0.0,-0.0,0.0
2023-06-29,KO,PEP,76.1424,76.4495,1.0257184787909503,-2.2732648443287644,-0.021541598391038974,1.3786846167488251,1.3786846167488251,0.3157138077518282,0.8959877197284257,-0.00026730751900494454,-0.11335514747837028,-0.11190118282292971,1.328149885044626,0,-0.0,0.0,0,-0.021541598391038974,0.0,0.0,0.0,0.0
2023-06-30,KO,PEP,75.0855,75.9264,1.0257184787909503,-2.7936115080732122,-0.5203466637444478,-0.6204025101018278,0.6204025101018278,0.32818451455455105,0.8910372464221246,-0.007038145748464175,-0.1256622844300569,-0.11797793272012103,1.328149885044626,0,-0.0,0.0,0,-0.5203466637444478,0.0,0.0,0.0,0.0
2023-07-03,KO,PEP,75.1762,74.9954,1.0257184787909503,-1.7479676043188448,1.0456439037543674,2.8037854976341774,2.8037854976341774,0.3797121528692734,0.8734648527655213,0.013469830920756376,-0.12460612271038818,-0.12879317675431157,1.328149885044626,-1,-0.0,0.0,0,1.0456439037543674,-0.0,0.0,-0.0,0.0
2023-07-04,KO,PEP,75.31,75.5496,1.0257184787909503,-2.182620785264774,-0.4346531809459293,1.2858456489470802,1.2858456489470802,0.3858527063486839,0.8519719121944924,-0.005609967960770623,-0.1230480803940519,-0.12235514426908234,1.328149885044626,0,-0.0,0.0,0,-0.4346531809459293,0.0,0.0,0.0,0.0
2023-07-05,KO,PEP,76.2946,77.4299,1.0257184787909503,-3.1266792409354025,-0.9440584556706284,-1.6968452858999206,1.6968452858999206,0.39980595683275855,0.8573691745088394,-0.011814324350541527,-0.11158284523213424,-0.10051206869712903,1.328149885044626,0,-0.0,0.0,0,-0.9440584556706284,0.0,0.0,0.0,0.0
2023-07-06,KO,PEP,76.0566,76.7209,1.0257184787909503,-2.6374448394726215,0.48923440146278097,-0.12473273193386741,0.12473273193386741,0.4062010792467233,0.858807437144193,0.006037182620672654,-0.11435425084714179,-0.1087483823601163,1.328149885044626,0,0.0,0.0,0,0.48923440146278097,-0.0,0.0,-0.0,0.0
2023-07-07,KO,PEP,75.2818,75.5342,1.0257184787909503,-2.195024720691393,0.44242011878122867,1.2114838999596742,1.2114838999596742,0.40770428753596644,0.8644819863771062,0.005280603801456452,-0.12337645702574607,-0.1225340430425802,1.328149885044626,0,-0.0,0.0,0,0.44242011878122867,0.0,0.0,0.0,0.0
2023-07-10,KO,PEP,75.6568,76.1485,1.0257184787909503,-2.450123582212683,-0.25509886152129013,0.3370794395976198,0.3370794395976198,0.40950489801695134,0.8667715683378382,-0.003151456214602222,-0.11900974649789808,-0.11539784066857028,1.328149885044626,0,0.0,0.0,0,-0.25509886152129013,0.0,0.0,0.0,0.0
2023-07-11,KO,PEP,75.6132,76.1711,1.0257184787909503,-2.516904819833343,-0.0667812376206598,0.08335553839020113,0.08335553839020113,0.4034005182615657,0.8665656158195579,-0.0008730751114067736,-0.1195174493752692,-0.11513530091006041,1.328149885044626,0,0.0,0.0,0,-0.0667812376206598,-0.0,0.0,-0.0,0.0
2023-07-12,KO,PEP,76.8867,77.6016,1.0257184787909503,-2.7106951037438165,-0.1937902839104737,-0.56615950930533,0.56615950930533,0.4038875688095059,0.8761481912790708,-0.001937791134611233,-0.1046881004226975,-0.09851746354066226,1.328149885044626,0,-0.0,0.0,0,-0.1937902839104737,-0.0,0.0,-0.0,0.0
2023-07-13,KO,PEP,76.9888,77.9755,1.0257184787909503,-2.9921112429637446,-0.28141613921992814,-1.4844219232381126,1.4844219232381126,0.4041123705980084,0.8734792676486949,-0.003490271647609511,-0.10349919070298219,-0.09417394072177532,1.328149885044626,0,-0.0,0.0,0,-0.28141613921992814,0.0,0.0,0.0,0.0
2023-07-14,KO,PEP,76.9784,77.6646,1.0257184787909503,-2.683615367907649,0.30849587505609577,-0.4734872972179159,0.4734872972179159,0.4081401681787565,0.8718356406039643,0.003852065226144563,-0.10362029414162122,-0.09778560492180743,1.328149885044626,0,0.0,0.0,0,0.30849587505609577,-0.0,0.0,-0.0,0.0
2023-07-17,KO,PEP,77.4149,77.9736,1.0257184787909503,-2.564062377854043,0.11955299005360587,-0.0611957505510997,0.0611957505510997,0.4041241173294091,0.8784472935912202,0.0016917751905183298,-0.09853744308720602,-0.09419601264837552,1.328149885044626,0,0.0,0.0,0,0.11955299005360587,0.0,0.0,0.0,0.0
2023-07-18,KO,PEP,76.455,77.3705,1.0257184787909503,-2.905351563295227,-0.3412891854411839,-1.1684738681292932,1.1684738681292932,0.4082134397555509,0.8863475391450322,-0.004664752646652448,-0.10971505758235611,-0.10120210682347797,1.328149885044626,0,-0.0,0.0,0,-0.3412891854411839,-0.0,0.0,-0.0,0.0
2023-07-19,KO,PEP,76.1724,76.7037,1.0257184787909503,-2.5040024816374142,0.4013490816578127,0.13017444316458246,0.13017444316458246,0.4128791717915585,0.881034576465322,0.004921979885514571,-0.11300581063614235,-0.10894819137986722,1.328149885044626,0,0.0,0.0,0,0.4013490816578127,-0.0,0.0,-0.0,0.0
2023-07-20,KO,PEP,75.9128,76.3858,1.0257184787909503,-2.437526577229775,0.06647590440763906,0.3052173017582328,0.3052173017582328,0.41221059454323694,0.8811236476126968,0.0007364611939980614,-0.11602873877755382,-0.1126411732042164,1.328149885044626,0,0.0,0.0,0,0.06647590440763906,0.0,0.0,0.0,0.0
2023-07-21,KO,PEP,75.6622,75.9421,1.0257184787909503,-2.2330152881902308,0.2045112890395444,0.9636565852078275,0.9636565852078275,0.41056024750999087,0.8786306163775851,0.0025075151819065056,-0.1189468658662971,-0.11779554890558097,1.328149885044626,0,-0.0,0.0,0,0.2045112890395444,0.0,0.0,0.0,0.0
2023-07-24,KO,PEP,74.7314,75.0796,1.0257184787909503,-2.2791331002330395,-0.04611781204280874,0.7613248458124472,0.7613248458124472,0.4100993616538242,0.8841657073890091,-0.0009447110782467849,-0.1297856236244862,-0.12781504190181014,1.328149885044626,0,-0.0,0.0,0,-0.04611781204280874,0.0,0.0,0.0,0.0
2023-07-25,KO,PEP,74.9299,75.5038,1.0257184787909503,-2.515742878936152,-0.23660977870311228,-0.06252422899858158,0.06252422899858158,0.41253620426435805,0.8832135322062351,-0.002993824132749623,-0.12747417818507856,-0.12288719386818647,1.328149885044626,0,0.0,0.0,0,-0.23660977870311228,0.0,0.0,0.0,0.0
2023-07-26,KO,PEP,75.1115,75.575,1.0257184787909503,-2.407174034626067,0.10856884431008496,0.28459278327507087,0.28459278327507087,0.4122027870851237,0.882252770154629,0.0014805996947291344,-0.12535952583345933,-0.12206007746084557,1.328149885044626,0,0.0,0.0,0,0.10856884431008496,0.0,0.0,0.0,0.0
2023-07-27,KO,PEP,73.8154,74.64,1.0257184787909503,-2.7442272569565347,-0.33705322233046786,-0.8487604861721287,0.8487604861721287,0.4152438029008389,0.8821989636194294,-0.004883863812486511,-0.14045204187384286,-0.13292178870893168,1.328149885044626,0,-0.0,0.0,0,-0.33705322233046786,-0.0,0.0,-0.0,0.0
2023-07-28,KO,PEP,73.4087,73.8653,1.0257184787909503,-2.3563031514371886,0.3879241055193461,0.4636438232413529,0.4636438232413529,0.42126253616074366,0.8814628665641961,0.0048694628792143035,-0.1451878849983116,-0.14192132636015342,1.328149885044626,0,0.0,0.0,0,0.3879241055193461,-0.0,0.0,-0.0,0.0
2023-07-31,KO,PEP,73.8475,73.8614,1.0257184787909503,-1.9135028493699053,0.44280030206728327,1.849476038374694,1.849476038374694,0.4254604054912026,0.8793549718387407,0.006030291941731436,-0.14007825145265906,-0.1419666318937015,1.328149885044626,0,-0.0,0.0,0,0.44280030206728327,0.0,0.0,0.0,0.0
2023-08-01,KO,PEP,74.1198,74.6502,1.0257184787909503,-2.4502895854402027,-0.5367867360702974,0.06204689799203753,0.06204689799203753,0.42539338393052845,0.8809376828196332,-0.006992133186376481,-0.136907437381371,-0.13280329731349805,1.328149885044626,0,0.0,0.0,0,-0.5367867360702974,0.0,0.0,0.0,0.0
2023-08-02,KO,PEP,75.5578,76.2364,1.0257184787909503,-2.639284236498412,-0.18899465105820923,-0.5225181649106262,0.5225181649106262,0.41318605210848663,0.8920112865799744,-0.001847412290979067,-0.12016255807724996,-0.11437672364321538,1.328149885044626,0,-0.0,0.0,0,-0.18899465105820923,-0.0,0.0,-0.0,0.0
2023-08-03,KO,PEP,77.6119,78.2706,1.0257184787909503,-2.671700766054954,-0.03241652955654217,-0.5905376992050774,0.5905376992050774,0.4129030237946002,0.9064277470268012,0.0005030181214296103,-0.09624346448990984,-0.09074582201663062,1.328149885044626,0,-0.0,0.0,0,-0.03241652955654217,0.0,0.0,0.0,0.0
2023-08-04,KO,PEP,77.4909,78.659,1.0257184787909503,-3.191089823217368,-0.5193890571624138,-2.074713193069098,2.074713193069098,0.4225206237865866,0.9042909231012696,-0.006521311184120804,-0.0976524564202289,-0.08623385554737206,1.328149885044626,1,0.0,0.0,0,-0.5193890571624138,0.0,0.0,0.0,0.0
2023-08-07,KO,PEP,77.0631,77.717,1.0257184787909503,-2.6526630161962856,0.5384268070210823,-0.44756187843510037,0.44756187843510037,0.42681573393736877,0.9036837020257613,0.006455095167767766,-0.10263399979039778,-0.09717688441977557,1.328149885044626,0,0.0,0.0,0,0.5384268070210823,0.0,0.0,0.0,0.0
2023-08-08,KO,PEP,75.5809,76.5564,1.0257184787909503,-2.9444141497115055,-0.29175113351521986,-1.2741943727121212,1.2741943727121212,0.4147294127016643,0.9045542698427692,-0.004299919501666749,-0.11989356870873458,-0.11065934653157106,1.328149885044626,0,0.0,0.0,0,-0.29175113351521986,-0.0,0.0,-0.0,0.0
