date,KO,PEP,XOM,CVX,JPM,BAC,MSFT,AAPL,SPY,QQQ
2018-07-10,59.0201,170.1442,102.912,148.5257,142.1117,34.5452,371.0552,188.8665,473.4282,420.1382
2018-07-11,59.4951,171.6012,103.3378,149.02,142.3351,34.8629,371.3456,189.3868,476.726,421.577
2018-07-12,60.1674,173.7242,104.634,150.3272,144.4815,35.2643,375.7042,191.9886,483.0884,426.2323
2018-07-13,61.2084,177.979,106.3972,152.0924,146.8854,35.7885,381.9269,195.256,492.8561,433.1582
2018-07-16,61.3322,178.5876,106.4956,152.1899,147.2387,35.5933,382.1561,195.2061,494.4536,432.9809
2018-07-17,60.826,175.9612,106.0446,150.9525,146.369,35.4885,380.3981,194.5401,491.4254,430.8959
2018-07-18,59.7724,172.3128,104.3481,149.2156,144.6489,34.8678,375.8378,192.0438,484.4534,424.7254
2018-07-19,59.9722,173.1822,104.2041,148.9543,144.5911,34.911,376.8806,192.5977,485.7842,425.7906
2018-07-20,59.8726,173.6196,103.512,146.716,143.7767,34.7624,374.7377,191.9268,483.5732,424.5186
2018-07-23,59.6276,172.2294,102.8699,146.0113,143.8141,34.6761,371.3209,190.3391,483.4899,420.7007
2018-07-24,59.297,172.6529,102.262,145.5164,143.8954,34.2454,371.3868,190.1034,482.127,420.7959
2018-07-25,59.3793,172.8255,102.1356,146.555,144.0738,34.7351,370.3957,189.3648,481.642,420.3436
2018-07-26,59.7094,173.9062,102.8505,148.2258,145.3243,34.7698,373.8303,191.0506,485.2542,423.7677
2018-07-27,59.9246,173.4771,103.4077,148.2937,145.3404,34.8218,374.7947,191.5567,486.0982,424.7554
2018-07-30,59.822,173.7908,103.4743,149.4302,145.4029,34.6723,375.4742,192.0829,486.3459,426.2795
2018-07-31,59.3693,171.9644,103.0484,147.7344,144.5723,34.7054,372.5743,191.0105,483.9191,422.2524
2018-08-01,58.6841,169.276,101.5825,145.6793,143.2404,34.319,366.7754,187.8637,478.7557,415.3415
2018-08-02,58.5584,168.5575,101.1667,145.6268,142.6809,34.033,365.015,187.7291,476.7771,414.9308
2018-08-03,58.491,169.1707,101.2904,146.8283,142.2669,34.0637,365.6333,187.7024,475.7435,413.9213
2018-08-06,59.0798,171.0737,102.1648,149.387,143.8318,34.1402,369.3541,189.1544,480.7116,418.0091
2018-08-07,59.2013,170.6656,102.4894,150.6612,143.9084,34.0804,369.7782,189.1582,480.9058,418.9355
2018-08-08,59.531,171.1397,103.2363,151.4468,144.9521,34.4626,371.1113,190.4313,485.1791,420.4252
2018-08-09,59.3203,171.3713,102.7992,151.083,144.3726,34.6517,368.917,189.4617,484.7674,417.9187
2018-08-10,58.5896,168.9162,102.0534,149.9934,142.9405,34.1243,366.6118,188.2459,481.9202,416.2788
2018-08-13,58.1823,167.9638,101.5598,148.5724,142.6359,33.931,363.0457,186.539,479.9206,412.4356
2018-08-14,58.2077,168.4405,100.9497,147.4641,142.5926,33.9985,362.1663,185.972,477.2526,409.6822
2018-08-15,58.9552,168.1753,102.3637,150.697,144.9307,34.1009,366.2448,187.8747,482.6972,414.9757
2018-08-16,58.703,168.2227,102.113,150.6263,144.2602,34.257,364.7261,187.9133,479.4208,415.0372
2018-08-17,59.0434,168.5462,102.6528,152.7622,144.7512,34.1657,366.9858,188.7578,480.2322,416.9271
2018-08-20,58.8232,167.5911,102.3345,151.2057,143.9082,33.9112,364.9827,187.9047,476.4866,414.6731
2018-08-21,59.2407,169.7856,103.3485,152.1604,145.041,34.2319,367.883,189.2509,479.0461,416.2669
2018-08-22,59.5784,171.667,103.562,152.5855,145.0978,34.2724,369.1305,190.1918,480.5242,417.9894
2018-08-23,59.6855,172.1924,103.1786,152.3924,144.8032,34.0272,369.9892,190.6624,480.3002,420.1404
2018-08-24,59.8714,173.1062,103.7374,152.8898,144.3419,34.3058,370.9324,191.5739,479.6143,421.0092
2018-08-27,59.6572,173.0008,103.3039,152.6668,143.6276,33.6311,370.3248,191.2932,478.2439,419.8665
2018-08-28,59.8083,174.2736,103.7426,153.6839,144.2612,33.5744,372.3004,193.5843,479.1495,421.8949
2018-08-29,59.8757,175.3643,103.3379,151.796,143.7605,33.3832,370.0751,191.696,477.8819,418.5079
2018-08-30,59.6223,174.453,102.9898,151.6829,143.2733,33.1379,366.4672,189.1673,473.2629,413.5413
2018-08-31,59.5586,173.5264,101.6417,150.3439,142.5382,33.2796,363.0169,187.9576,470.5956,411.0821
2018-09-03,59.7022,173.5783,101.9634,150.8069,142.4074,32.9613,363.448,187.8282,471.2754,412.29
2018-09-04,60.1516,174.8145,102.4905,149.9574,143.9008,33.6477,365.9187,189.5724,476.9489,413.8216
2018-09-05,60.3966,175.3205,102.4675,149.5643,143.4585,33.5322,365.1604,188.3593,476.2527,412.7546
2018-09-06,60.4548,174.6095,102.6887,150.0722,142.6517,33.1237,364.7307,187.5839,476.2035,411.7872
2018-09-07,60.6548,175.361,102.4665,148.9627,143.3507,32.905,364.677,188.0517,477.8553,411.2157
2018-09-10,61.1053,175.4351,103.1555,150.5241,144.8902,33.2567,369.6524,189.455,480.0117,414.3461
2018-09-11,61.0798,175.3141,103.3718,151.2478,145.8571,33.3887,368.9401,189.4471,481.9526,413.6597
2018-09-12,60.7461,174.3377,103.2095,150.9613,145.9449,33.5273,367.5968,188.4941,479.53,414.444
2018-09-13,61.4186,176.2828,103.6683,151.4786,146.2504,33.5673,370.3643,189.8493,483.3516,418.643
2018-09-14,61.7751,177.8264,103.9397,151.8662,146.4903,33.8795,373.0006,191.6215,486.7339,420.3666
2018-09-17,62.3395,179.8763,104.7567,152.8844,147.9613,34.2174,376.7269,193.017,492.7031,423.2356
2018-09-18,62.21,180.9594,105.1151,152.2732,147.8507,34.1598,378.6754,193.1503,491.8768,425.3839
2018-09-19,61.8392,179.2988,104.1221,150.4497,147.0674,34.2472,376.198,192.2486,487.9514,422.8486
2018-09-20,61.5272,178.4077,102.9924,148.8336,145.407,33.9782,373.0339,189.3717,484.9516,418.6169
2018-09-21,62.1728,180.3017,103.8134,150.9934,146.7467,34.462,377.0197,191.7492,489.4774,422.2107
2018-09-24,63.0797,182.935,105.6295,153.9961,148.6496,35.14,379.4071,193.3112,494.7613,426.2134
2018-09-25,63.1543,182.0613,105.5214,154.8412,148.9322,35.1506,378.6069,192.9474,493.9981,425.184
2018-09-26,63.0074,180.6405,105.3776,153.3712,148.968,35.1805,377.2631,192.555,493.3402,423.7731
2018-09-27,63.7154,182.6185,106.7547,154.9334,150.7941,35.7706,381.6569,194.9299,497.0003,428.3647
2018-09-28,63.1309,179.6803,105.91,155.2269,149.8185,35.0409,377.7189,192.9368,493.9847,424.8721
2018-10-01,62.9419,178.8427,105.2022,153.4654,149.038,34.882,375.2575,191.3636,490.8794,422.7969
2018-10-02,63.044,178.6358,105.6699,153.4075,149.8654,35.0428,377.9992,192.6781,493.062,425.2229
2018-10-03,62.7373,177.516,105.5173,152.8757,149.0269,34.9716,379.0862,192.4556,491.7925,425.4198
2018-10-04,63.039,179.1829,105.3672,154.1178,149.0564,34.835,378.3928,192.0244,492.399,424.5511
2018-10-05,62.9557,178.1299,105.7399,153.9746,149.0898,35.1048,379.1524,191.8892,491.9999,423.5121
2018-10-08,62.9203,178.635,106.0504,154.7197,149.9416,35.1518,380.7996,193.03,494.3138,426.048
2018-10-09,63.3651,179.478,106.7807,155.9257,151.7245,35.4646,387.2892,195.6314,499.6845,432.9272
2018-10-10,63.2863,178.9114,106.9584,154.5315,152.0031,35.4132,386.2797,194.6082,499.5655,431.4096
2018-10-11,63.4148,179.6091,107.2262,154.8225,152.8333,35.8913,387.1073,195.4529,502.9221,432.7343
2018-10-12,62.6677,177.238,105.5832,152.0056,151.0911,35.0928,385.6368,194.6745,496.6748,431.916
2018-10-15,62.3719,175.7454,105.867,152.8745,150.9029,35.4735,385.0752,194.7513,496.7877,432.4035
2018-10-16,62.0639,174.6132,105.4191,153.4998,150.058,35.624,381.2878,193.1335,494.8172,427.7144
2018-10-17,61.6722,172.2805,104.186,151.3534,149.211,35.3206,378.5832,191.8833,490.2496,423.7234
2018-10-18,61.3707,171.7447,103.8606,150.5228,148.5371,35.3993,373.9917,189.1817,486.8277,417.359
2018-10-19,61.2376,169.3017,103.6539,152.0405,148.5471,35.4247,373.5316,188.6621,485.9243,417.2209
2018-10-22,61.7106,171.3657,103.9952,151.8158,149.5893,36.0029,376.8043,190.4536,488.6179,421.374
2018-10-23,61.2582,170.6004,103.6841,150.2176,148.4111,35.9213,373.038,188.345,485.6446,417.3811
2018-10-24,61.2606,171.7832,103.8379,151.3866,148.3097,36.3389,373.0562,188.1505,485.429,417.3897
2018-10-25,61.0958,172.852,103.3441,150.5117,147.7743,35.8214,373.3486,187.8096,484.071,417.4864
2018-10-26,61.013,173.2447,103.4144,150.7019,148.039,35.8845,370.9967,186.6817,483.2917,414.1861
2018-10-29,61.4475,174.0276,103.9003,152.9648,148.9257,35.6736,371.6825,187.3734,487.4837,415.6691
2018-10-30,61.8188,176.6068,104.1081,151.9937,149.3769,35.647,372.5238,187.9244,488.6791,416.6284
2018-10-31,62.4252,177.4492,105.0054,152.9842,150.5498,36.3843,375.3475,188.8199,491.8699,419.827
2018-11-01,62.494,176.2593,104.8251,151.6566,150.5541,36.4528,375.2536,188.8825,492.5714,418.6926
2018-11-02,62.1831,176.675,104.5361,151.4196,149.8718,36.4774,372.7414,187.4943,490.5507,415.777
2018-11-05,62.1777,177.0448,104.4216,150.7511,150.3724,36.654,372.1744,187.6899,490.5446,416.3329
2018-11-06,62.3955,176.2957,104.3628,149.7217,150.5926,36.7506,372.6326,187.395,492.0586,417.1618
2018-11-07,62.5376,175.7445,104.5758,150.5487,150.9532,36.6616,373.097,187.9693,493.5083,418.6077
2018-11-08,62.1182,174.9558,103.7259,149.3111,149.3046,36.0945,370.1014,186.631,489.9384,416.5483
2018-11-09,62.2203,174.654,103.6429,148.2191,149.4537,35.9752,370.6822,186.9125,489.937,418.147
2018-11-12,62.3313,174.4986,103.4154,147.0222,150.1555,35.5187,370.4675,186.7074,489.5767,417.1402
2018-11-13,63.4089,179.0309,105.2265,149.7401,152.8643,36.0986,377.2327,190.1736,497.2219,424.9552
2018-11-14,64.1965,182.8651,105.9096,149.47,153.4543,36.2881,382.3483,192.3824,503.4787,430.5442
2018-11-15,63.8552,181.9267,105.4659,149.1112,152.8556,36.0295,380.1191,191.2909,500.5308,428.3511
2018-11-16,63.619,181.0761,105.2438,149.8777,153.096,36.0662,380.6493,191.2946,499.2471,428.1957
2018-11-19,63.038,179.9888,104.3059,149.0906,151.3206,35.8074,376.0525,188.9997,494.6974,423.1359
2018-11-20,63.1746,179.9118,103.8559,148.0006,151.408,36.0238,376.0158,189.259,493.6078,423.5595
2018-11-21,63.3709,178.8256,104.0079,148.4391,151.1955,35.7154,377.8423,190.3466,494.721,426.0516
2018-11-22,63.8074,178.1084,104.7304,148.5299,152.8857,35.9211,381.1261,192.5229,498.1707,431.0535
2018-11-23,63.5888,177.5067,104.2792,148.0574,152.1289,35.9385,377.9127,191.3202,496.6566,428.8474
2018-11-26,63.3849,177.6237,103.9875,147.4571,150.3853,35.6943,374.1634,189.5913,494.2638,424.2703
2018-11-27,62.5282,175.2335,102.545,144.7526,148.2597,35.5168,369.8757,187.6708,488.4778,419.2526
2018-11-28,62.6048,176.0673,102.7823,145.6204,148.634,35.8643,369.4569,187.4747,487.9239,418.8574
2018-11-29,62.0229,175.0574,101.7865,142.8792,147.7491,36.1591,366.4692,185.8169,484.78,415.0022
2018-11-30,61.843,175.5106,101.4151,141.6472,147.3799,35.9565,365.7323,186.0108,484.3092,415.9552
2018-12-03,61.2915,174.0106,101.0603,140.5632,145.9831,35.9325,362.929,184.0533,480.8496,412.1649
2018-12-04,61.2614,174.0788,100.9485,140.235,145.3639,35.5303,362.8153,184.098,479.982,411.9747
2018-12-05,60.6634,172.2785,100.1809,140.2831,143.7868,35.6338,359.7304,182.2282,474.4985,408.6872
2018-12-06,60.3811,171.2446,99.2748,139.7011,142.8583,35.4432,355.5585,179.975,470.056,404.1051
2018-12-07,61.2419,172.6143,100.1952,141.1521,145.3894,36.0597,360.4693,182.4547,478.3614,409.947
2018-12-10,60.5605,171.4648,99.1418,139.8366,143.4374,35.7466,358.3922,181.5359,473.9933,407.8201
2018-12-11,60.0898,169.8235,98.5324,139.0777,141.8461,35.0099,356.1329,180.1171,470.0097,406.2181
2018-12-12,61.1376,172.5286,100.0924,142.2972,143.3637,35.0622,362.5029,182.9996,475.2223,412.5172
